,Path42,Path24,Path45,Path66
0,0.0,26.89272556374976,0.0,0.0
1,0.0,87.92822484549475,0.0,0.0
2,0.0,97.03143191694255,0.0,0.0
3,0.0,89.06669925665479,0.0,0.0
4,0.0,93.9733648522225,0.0,0.0
5,0.0,86.02693735215924,0.0,0.0
6,0.0,71.24053466057576,0.0,0.0
7,0.0,68.64059756805801,0.0,0.0
8,0.0,56.12425342019576,0.0,0.0
9,0.0,33.82665584676931,0.0,0.0
10,0.0,63.55296375511951,0.0,0.0
11,0.0,68.71618786045298,0.0,0.0
12,0.0,76.50683065419283,0.0,0.0
13,0.0,68.11602193172233,0.0,0.0
14,0.0,30.482242639702893,0.0,0.0
15,0.0,8.764188864296178,0.0,0.0
16,0.0,8.649651401338957,0.0,0.0
17,0.0,5.050976278376288,0.0,0.0
18,0.0,54.50473577915033,0.0,0.0
19,0.0,42.888632572533425,0.0,0.0
20,0.0,48.1457680341877,0.0,0.0
21,0.0,59.26478912813352,0.0,0.0
22,0.0,41.30576103526493,0.0,0.0
23,0.0,26.920213123526445,0.0,0.0
24,0.0,56.16525877153468,0.0,0.0
25,0.0,74.95886490398898,0.0,0.0
26,0.0,82.70527808120366,0.0,0.0
27,0.0,85.62022412241487,0.0,0.0
28,0.0,61.17428463907103,0.0,0.0
29,0.0,65.8473592073645,0.0,0.0
30,0.0,58.327026317810684,0.0,0.0
31,0.0,60.10634245359033,0.0,0.0
32,0.0,49.690278077508125,0.0,0.0
33,0.0,72.873304195381,0.0,0.0
34,0.0,125.35426726614864,0.0,0.0
35,0.0,36.14160588571096,0.0,0.0
36,0.0,34.29814912703827,0.0,0.0
37,0.0,34.95449918044474,0.0,0.0
38,0.0,41.70238971129103,0.0,0.0
39,0.0,63.34344532010495,0.0,0.0
40,0.0,32.37529252889291,0.0,0.0
41,0.0,23.835642904018023,0.0,0.0
42,0.0,83.69694586156415,0.0,0.0
43,0.0,30.53833222824378,0.0,0.0
44,0.0,50.962604233291486,0.0,0.0
45,0.0,39.16425057009912,0.0,0.0
46,0.0,45.242293944032,0.0,0.0
47,0.0,70.85815515663062,0.0,0.0
48,0.0,69.69001514511886,0.0,0.0
49,0.0,107.5598882889688,0.0,0.0
50,0.0,90.56470367421676,0.0,0.0
51,0.0,93.26780863803683,0.0,0.0
52,0.0,74.03162186737778,0.0,0.0
53,0.0,73.99661380952939,0.0,0.0
54,0.0,52.91926475767394,0.0,0.0
55,0.0,54.67764967133764,0.0,0.0
56,0.0,24.019860375299476,0.0,0.0
57,0.0,35.11368879603905,0.0,0.0
58,0.0,104.65440520488238,0.0,0.0
59,0.0,20.896211703565864,0.0,0.0
60,0.0,11.666926737442976,0.0,0.0
61,0.0,11.822587986198169,0.0,0.0
