,index,Path3,Path8,Path14,Path65,Path66
0,8760,6419.555461157076,2424.848700266767,17896.315674157388,15904.716951794115,0.0
1,8784,15106.184642356347,8810.47065178052,6676.246742575231,20499.264063172872,0.0
2,8808,10703.988891363022,9815.911932673676,2579.902011928038,0.0,0.0
3,8832,0.0,9432.009134739106,6426.538374468981,0.0,0.0
4,8856,0.0,317.8092316936609,3619.1028788478293,0.0,0.0
5,8880,0.0,0.0,6845.486351318772,0.0,0.0
6,8904,0.0,0.0,5568.909050397655,0.0,0.0
7,8928,0.0,0.0,19041.588182313862,0.0,0.0
8,8952,8620.671241637974,7076.906383353187,16947.19576713903,0.0,0.0
9,8976,12481.47432332646,7177.0326017152,17897.38329477373,4470.152158934554,0.0
10,9000,5884.269945540165,4015.4395885857793,11740.127980174926,0.0,0.0
11,9024,0.0,931.6061763546641,22421.84228087868,0.0,0.0
12,9048,5.650739743203074,1599.4630386425915,12910.247291847923,0.0,0.0
13,9072,19631.487178481762,7738.717491062472,7409.78056236681,0.0,0.0
14,9096,7688.94880817762,6846.894996743057,11198.150785923506,2702.606648171383,0.0
15,9120,0.0,8691.023542594106,6458.698722258556,0.0,0.0
16,9144,0.0,6252.425113668058,9160.696061794322,0.0,0.0
17,9168,0.0,5428.019081867901,5702.442362009961,0.0,0.0
18,9192,0.0,9978.212196540866,10648.98364584463,8885.731788564599,0.0
19,9216,838.0543748310779,8149.340118967271,13274.9403142583,0.0,0.0
20,9240,13567.331414548229,6420.58519315821,13005.12827406433,16780.63507582487,0.0
21,9264,725.9763472969197,3511.610900845314,12163.5299474466,13579.445501811537,0.0
22,9288,0.0,0.0,11044.444010486128,4159.358622255592,0.0
23,9312,0.0,5487.65602511132,6176.259059975021,0.0,0.0
24,9336,0.0,6776.777485075207,12806.140322604495,0.0,0.0
25,9360,151.23000883350235,3839.7841210594042,22208.52323434846,0.0,0.0
26,9384,0.0,0.0,21348.1338244491,0.0,0.0
27,9408,0.0,2094.336304221438,10240.246913635543,0.0,0.0
28,9432,0.0,3241.172950699265,5887.457704144291,4791.6348745086325,0.0
29,9456,0.0,3897.590494848194,4577.743918084867,0.0,0.0
30,9480,0.0,5541.8383814080225,6480.390777121624,0.0,0.0
31,9504,0.0,14285.67994239124,6284.891345109119,0.0,0.0
32,9528,0.0,14942.396411993079,9722.702488443067,0.0,0.0
33,9552,0.0,16457.33973573136,9087.176257692718,0.0,0.0
34,9576,0.0,12269.624582080698,9227.093727788862,0.0,0.0
35,9600,0.0,10118.236030221098,24156.416603448743,0.0,0.0
36,9624,0.0,18566.47215768273,1522.1656316260303,0.0,0.0
37,9648,0.0,9910.454618681213,0.0,10459.12055178692,0.0
38,9672,0.0,18709.247503930557,21429.19281862525,0.0,0.0
39,9696,0.0,16596.768192016993,27032.827822333216,0.0,0.0
40,9720,0.0,19698.362618022693,17052.926787708115,2469.576201734938,0.0
41,9744,0.0,22531.88482520728,18879.409114903363,0.0,0.0
42,9768,0.0,27760.37152482507,11055.642784764152,396.6610913815557,0.0
43,9792,0.0,28270.42185501777,11585.111895424852,0.0,0.0
44,9816,0.0,21859.072066367204,5874.027999395649,0.0,0.0
45,9840,0.0,21659.395204990593,7249.023619110858,0.0,0.0
46,9864,0.0,15709.839654865918,1142.639950231513,0.0,0.0
47,9888,0.0,13395.306171600187,11403.164131411988,0.0,0.0
48,9912,0.0,17204.916573327057,8018.746802184187,0.0,0.0
49,9936,0.0,10797.251236530105,8800.955464460374,0.0,0.0
50,9960,0.0,27053.17318675517,6959.850707018426,0.0,0.0
51,9984,0.0,19614.151044391176,5884.442569608116,0.0,0.0
52,10008,0.0,22869.615096176174,936.3224090545937,0.0,0.0
53,10032,0.0,15824.004419882378,2944.1286645334435,1770.994061574157,0.0
54,10056,0.0,6503.948357224907,0.0,0.0,0.0
55,10080,0.0,17427.371355845746,13963.368095894275,0.0,0.0
56,10104,0.0,19088.401832414864,15073.947903247688,0.0,0.0
57,10128,0.0,25426.396350167437,8925.953622496014,0.0,0.0
58,10152,0.0,13111.529167360959,12336.0579370458,0.0,0.0
59,10176,8169.195944342563,21256.951425001753,14254.295683244192,0.0,0.0
60,10200,0.0,30200.72316581195,8711.60909676129,0.0,0.0
61,10224,0.0,27694.487558685712,10712.35171660056,0.0,0.0
62,10248,0.0,34452.16274909864,15507.943312775416,0.0,0.0
63,10272,0.0,32159.32307073711,9356.424042063976,0.0,0.0
64,10296,0.0,17823.360218194546,5890.601954839965,0.0,0.0
65,10320,0.0,17167.21127347627,11769.145923174992,0.0,0.0
66,10344,0.0,34971.045072293,7637.596483794359,0.0,0.0
67,10368,0.0,34216.66156289738,0.0,0.0,0.0
68,10392,0.0,28861.72988136654,0.0,0.0,0.0
69,10416,0.0,40077.69327022299,3387.154094140535,0.0,0.0
70,10440,0.0,19893.54081134992,1994.095143529396,0.0,0.0
71,10464,0.0,33216.64736224819,4669.555243900227,0.0,0.0
72,10488,0.0,29099.228478502286,4912.516590548429,0.0,0.0
73,10512,0.0,31409.4722558753,6501.401257734319,0.0,0.0
74,10536,0.0,16769.351849993192,3749.6325441757813,0.0,0.0
75,10560,0.0,21660.53671985936,17481.663398017605,0.0,0.0
76,10584,0.0,32789.04991080636,10185.855418635652,0.0,0.0
77,10608,0.0,36000.197861692315,13229.556536232585,0.0,0.0
78,10632,0.0,7755.8069685813625,23825.4289970465,4206.1681324133815,0.0
79,10656,5064.2348990553455,29782.69086140348,0.0,0.0,0.0
80,10680,0.0,30296.86796820855,192.80173012070713,0.0,0.0
81,10704,0.0,33354.262601220704,7.223056414480652,0.0,0.0
82,10728,0.0,25530.431734584534,0.0,0.0,0.0
83,10752,0.0,25684.59587964738,2417.489399988015,0.0,0.0
