,Path3,Path8,Path14,Path65,Path66
0,0.0,0.0,0.0,0.0,1166.0645203064728
1,0.0,0.0,0.0,0.0,1079.6163952337847
2,0.0,0.0,0.0,0.0,963.8319426464507
3,0.0,0.0,0.0,0.0,722.4425507046458
4,0.0,0.0,0.0,0.0,495.2792497863687
5,0.0,0.0,0.0,0.0,478.79629421770267
6,0.0,0.0,0.0,0.0,561.6917676360952
7,0.0,0.0,0.0,0.0,671.0594835540152
8,0.0,0.0,0.0,0.0,609.0576599545136
9,0.0,0.0,0.0,0.0,535.3648453860724
10,0.0,0.0,0.0,0.0,739.5261306996686
11,0.0,0.0,0.0,0.0,884.9500718367785
12,0.0,0.0,0.0,0.0,952.0733131918645
13,0.0,0.0,0.0,0.0,920.607256660046
14,0.0,0.0,0.0,0.0,705.9839274057023
15,0.0,0.0,0.0,0.0,621.4032943753637
16,0.0,0.0,0.0,0.0,490.40656790772067
17,0.0,0.0,0.0,0.0,818.4454982219722
18,0.0,0.0,0.0,0.0,1176.8423051674301
19,0.0,0.0,0.0,0.0,1577.3480282778587
20,0.0,0.0,0.0,0.0,1545.537986779602
21,0.0,0.0,0.0,0.0,1359.1951570629058
22,0.0,0.0,0.0,0.0,1222.0834110349192
23,0.0,0.0,0.0,0.0,1142.6339227392
24,0.0,0.0,0.0,0.0,412.16645458046116
25,0.0,0.0,0.0,0.0,349.68116168911695
26,0.0,0.0,0.0,0.0,399.4538596626545
27,0.0,0.0,0.0,0.0,343.2751086959661
28,0.0,0.0,0.0,0.0,276.53853130400773
29,0.0,0.0,0.0,0.0,278.5644025387485
30,0.0,0.0,0.0,0.0,302.5826184990341
31,0.0,0.0,0.0,0.0,310.52518149668924
32,0.0,0.0,0.0,0.0,351.27763011272435
33,0.0,0.0,0.0,0.0,438.44176576723174
34,0.0,0.0,0.0,0.0,527.6218393207384
35,0.0,0.0,0.0,0.0,617.5065607266042
36,0.0,0.0,0.0,0.0,650.55608159216
37,0.0,0.0,0.0,0.0,601.0022911389312
38,0.0,0.0,0.0,0.0,548.6210447010421
39,0.0,0.0,0.0,0.0,547.8261396725727
40,0.0,0.0,0.0,0.0,582.9814835291767
41,0.0,0.0,0.0,0.0,520.0745568480329
42,0.0,0.0,0.0,0.0,657.827964118494
43,0.0,0.0,0.0,0.0,744.2895613108985
44,0.0,0.0,0.0,0.0,725.0927622419247
45,0.0,0.0,0.0,0.0,703.547670571831
46,0.0,0.0,0.0,0.0,627.8439438298244
47,0.0,0.0,0.0,0.0,449.87118383588825
48,0.0,0.0,0.0,1174.1353954610863,800.200169466827
49,0.0,0.0,0.0,465.73482015046716,780.1798755324987
50,0.0,0.0,0.0,46.063401680742714,665.4066964154897
51,0.0,0.0,0.0,69.41949177324173,609.0948356127528
52,0.0,0.0,0.0,92.77558643283454,548.4071489976952
53,0.0,0.0,0.0,116.13167652533356,605.4426062896691
54,0.0,0.0,0.0,139.4877666178326,878.7273853001732
55,0.0,0.0,0.0,162.843856710331,867.6468463047569
56,0.0,0.0,0.0,187.06810565590635,879.0179580502335
57,0.0,0.0,0.0,200.13949336812118,941.4984456677923
58,0.0,0.0,0.0,219.92195133687608,1009.0381587140159
59,0.0,0.0,0.0,222.81566194400745,1095.3207953064386
60,0.0,0.0,0.0,223.25410294508842,1125.803358231732
61,0.0,0.0,0.0,224.5518883082868,1053.9906938812342
62,0.0,0.0,0.0,224.59134799838384,1005.7395210796444
63,0.0,0.0,0.0,213.0822717200188,972.6110411737325
64,0.0,0.0,0.0,202.38431129365404,825.3089161649041
65,0.0,0.0,0.0,224.5518883082868,760.7361342072431
66,0.0,0.0,0.0,1802.6920343049023,1168.7047709775984
67,0.0,0.0,0.0,2606.631722272656,1439.6780316829575
68,0.0,0.0,0.0,2310.883794523751,1581.2779909867754
69,0.0,0.0,0.0,1686.1812510628993,1439.1596789826513
70,0.0,0.0,0.0,1206.0024177452015,1273.6037752406032
71,0.0,0.0,0.0,860.6643475687376,1007.4973567739225
72,257.21040689714175,0.0,0.0,1428.522895510069,602.085535903712
73,77.15010553491908,0.0,0.0,566.6406586439176,605.593789717867
74,117.49302347493742,0.0,0.0,56.04347181798151,439.4447385201179
75,161.98685856155964,0.0,0.0,84.45987896805156,324.78840289482775
76,198.32722669219626,0.0,0.0,112.87629167471928,371.44996934030587
77,226.60754425430073,0.0,0.0,141.29269882478934,371.3473262592959
78,128.16954204358,0.0,0.0,169.7091059748594,544.8713129503869
79,239.53006848924286,0.0,0.0,198.12551312492872,692.8170140699236
