,index,Path66,Path46_SCE,Path61,Path42,Path24,Path45
0,8760,21440.24158078718,29657.569643883646,4454.581214541185,3910.555929810227,0.0,3662.9408223269547
1,8784,11967.169797784767,19118.7533384539,10840.20316605494,3304.2076777002944,0.0,1971.614745338586
2,8808,23334.092191041367,12281.685324492679,11845.644446948088,113.35231936954301,0.0,3352.924015955933
3,8832,18140.263436752084,13148.72542726522,11461.741649013522,106.11741387457778,0.0,2532.5561080254547
4,8856,60544.66449349543,7327.927232706363,2347.541745968073,547.1450119730869,0.0,3796.7678131891093
5,8880,54554.823446416354,7622.364517610615,1174.1028470341807,0.0,0.0,3767.131743202207
6,8904,48254.04713609873,16595.288149215194,1933.0373860998934,4072.717144106182,0.0,5774.539713684668
7,8928,41398.805169127634,26495.680551900838,1470.6354192679519,2782.738572589075,0.0,4094.8783980808585
8,8952,31531.39372514234,17792.4047040477,9106.638897627603,711.6855565822323,0.0,2167.657218671986
9,8976,51797.7274021241,8123.797336399359,9206.76511598962,2049.766164351347,0.0,1765.8698605319737
10,9000,53775.02498991833,11591.867940184758,6045.172102860197,3431.3536053382454,0.0,1364.302159592778
11,9024,42868.5973935213,6531.876989085587,2961.338690629079,3644.4832047691534,0.0,2938.4136297652676
12,9048,45628.10658294006,16703.133054174923,3629.1955529170064,2609.1092457440313,0.0,2316.3366092761553
13,9072,51228.248872994256,15942.826187031445,9768.450005336887,4051.257008965067,0.0,2252.0241228010564
14,9096,31875.56629267975,17635.772691474827,8876.627511017468,3358.937764414732,0.0,2359.2208331255865
15,9120,40111.2545773165,8480.129787782487,10720.756056868518,3455.721106394848,0.0,5661.289778985755
16,9144,36059.12870831282,13024.628387306948,8968.129512097741,1827.4974112497418,0.0,1502.124862339299
17,9168,41749.01609865151,9423.852715724697,8071.196954418671,2884.295926485046,0.0,1977.513979375593
18,9192,36833.59308135507,19854.363889163025,12768.735869872882,3123.3511809520364,0.0,1278.2707827445051
19,9216,47573.48653445249,13215.69781419754,10897.652610658686,4261.308997408265,0.0,5778.387174631844
20,9240,40041.472766990075,9417.992117292446,9000.610477818387,4078.9307991894593,0.0,3542.443967863254
21,9264,31203.950447416046,18776.51254436582,6192.832425739823,4949.294634495264,0.0,283.2820971472852
22,9288,35674.11921946086,18151.929962745635,0.0,4259.934077696564,0.0,519.3832002187523
23,9312,34581.9606090646,15633.507938053659,8441.31985957614,3037.550596847056,0.0,2022.2968996415952
24,9336,35777.182846102485,13107.597431010821,9893.464940145515,3979.2147481547227,0.0,1714.7816527634886
25,9360,58435.87337091053,22229.95362732144,7127.65470601253,128.88515708205819,0.0,2779.240377992773
26,9384,44449.39661946387,19315.10603535823,638.0704595488155,5091.853250159174,0.0,3395.4153081241684
27,9408,42747.781075674706,13464.407518571554,5679.194413588595,4033.1745519908354,0.0,1236.5827623035245
28,9432,43039.758131024704,17833.321380472276,7203.838506355514,4846.988601841904,0.0,2129.2230418951776
29,9456,49807.78857968346,22795.76042726219,7726.176924527861,1844.8760612548815,0.0,2061.5952779509525
30,9480,56172.05264131272,23640.405284767647,9190.00733061897,698.1717891836979,0.0,3639.086229388286
31,9504,43134.86761560844,14449.058821717937,17591.95411621155,0.0,556.8056318343647,2986.133076485199
32,9528,48060.66409709305,4483.105553827929,18009.76841296183,0.0,308.6424373820605,1550.6606316005573
33,9552,65976.57202727546,20153.264330109305,19446.840081426675,184.97219560360668,298.79374727475624,1345.0684265827201
34,9576,64439.94365297152,19873.94894397306,15538.879419963527,0.0,929.8064718715887,3670.846922651109
35,9600,40077.33291495515,22472.194720476,12896.945067322666,754.2135772881863,1114.2525944117435,1248.8117304439756
36,9624,67588.48258953285,27980.214377522076,21476.450335409303,379.4850085654534,0.0,0.0
37,9648,80905.48094884443,20817.593512377534,13114.290706564016,6614.577837390256,941.3652391155708,4336.70531242054
38,9672,61042.392314332305,20839.621186964752,22214.61755177429,4589.651271166591,764.4224991070743,0.0
39,9696,39748.38025079972,17260.819991340453,20146.06287364979,3053.38595495393,522.5041182674269,0.0
40,9720,22938.363935734124,18019.254705761457,23206.738964694556,1273.1915800190527,605.5867565491333,213.94294308466323
41,9744,48802.75763960002,26030.843589392614,25705.682998051023,979.5574093232299,811.5161708964562,332.4067316793206
42,9768,45498.77312246479,18363.200698278943,30555.056990149278,2855.842724829635,610.3096816471739,2490.2021980824106
43,9792,52624.45933590032,25718.548703736145,30481.684387907902,352.52650684058585,855.4893764966437,1812.4453145091138
44,9816,57072.35134207303,30189.459642724098,23663.094248915535,883.13676894021,641.3799808825538,193.77189761897347
45,9840,62576.41779377743,23887.281756825767,23126.6031968651,0.0,667.4093269757067,0.0
46,9864,67263.17821879344,20573.898506003963,16661.03523524139,0.0,335.83731024269673,0.0
47,9888,60292.769633886426,24434.783197162367,14770.088666038188,0.0,411.76052694102384,71.3995718105236
48,9912,57116.21100895203,19428.158257906012,18760.104634171283,0.0,1236.8613611369021,1246.0011605437016
49,9936,48556.89520791371,21752.087961898542,12102.501553233735,0.0,492.89820866481045,895.5770629240801
50,9960,53527.659365333086,20067.08396307921,27874.876481974396,0.0,662.5635551883053,1888.7176606719127
51,9984,50779.85684929196,18134.751218897494,19873.101068126038,9.54984619591528,483.9659196905137,2298.932982370562
52,10008,59188.46652900422,26210.07258180669,22793.68158719617,0.0,849.386595098712,2146.1577631374685
53,10032,58699.63695193524,28277.319618607646,15656.186145277397,0.0,533.3115182011711,2563.822937428848
54,10056,76686.01244521131,18864.505529582246,5630.537614358198,594.6680747285777,616.5713432181891,239.91891279352046
55,10080,49587.32703637039,23996.90733032862,16254.416692080602,3424.675877400985,1439.9136985075977,2169.89226478932
56,10104,37055.36301280299,21068.12150749811,17425.176123727837,775.9748433382317,622.1752451597546,1030.6882506378042
57,10128,51695.360791584244,20792.890438021517,23689.435460816374,0.0,635.1916745514412,1566.9639632202245
58,10152,40233.23354606131,23423.039383653133,11528.661124689577,0.0,43.82857790058697,0.0
59,10176,47724.25866984446,22089.66631920891,19898.777474127226,0.0,0.0,0.0
60,10200,28034.143469680712,16633.929305363756,28814.622798921802,0.0,0.0,3150.065729489198
61,10224,21397.59088308928,9383.891837125739,26336.8171234362,0.0,0.0,1818.4036181066824
62,10248,35827.326161337216,16887.801158243936,32878.66428650537,0.0,0.0,142.44910417985272
63,10272,42486.86926241073,13802.915897050922,30326.681322011027,0.0,0.0,0.0
64,10296,42351.50492925371,20760.053860174794,15927.977624741892,0.0,0.0,1520.351680291859
65,10320,71334.32637820023,32239.01746777997,15756.594988617393,0.0,0.0,322.52135043691436
66,10344,37946.466645143446,19940.605799112906,33509.83066731689,0.0,0.0,666.359146719492
67,10368,51497.65746120626,19412.659306365087,32678.70257784317,182.53580767486233,70.21396055970399,2602.589786882021
68,10392,45016.50828844514,17713.417506553535,26857.80390412484,966.4697614165432,0.0,3169.1339785187956
69,10416,59387.08042168013,19903.392495199772,37672.474470715664,1886.7364650881975,15.919372158007263,1491.7479240731218
70,10440,58653.77993665425,22881.618676417736,16985.23854016291,0.0,0.0,253.52954611167746
71,10464,55784.96236336586,16675.93858545972,30143.79992504554,1992.95510913799,0.0,1032.0772584638412
72,10488,56512.34805948107,13652.600770775194,25597.729967080886,0.0,0.0,3156.439451617533
73,10512,55264.680706633924,12974.749649383553,27272.50333429766,2104.2438272126155,0.0,2576.5210072690784
74,10536,48136.41970850504,9463.804423951759,11964.032781931191,2099.8383518653827,0.0,2963.887297566847
75,10560,43822.26619348291,11924.366612887987,16028.57961468798,0.0,0.0,3221.073751521134
76,10584,62759.38243166688,15134.980538290543,26357.220002900598,0.0,0.0,469.76831085441006
77,10608,63438.1771522306,16467.010435893557,28708.501364431075,0.0,0.0,2327.9114048302563
78,10632,94003.05240705886,0.0,0.0,3954.602274118928,0.0,0.0
79,10656,93462.56397537282,14581.561720741514,21273.573880743774,2859.609347494719,0.0,2856.4733599771616
80,10680,54677.734544426516,21868.897643104487,21337.714854736383,0.0,0.0,2044.572441120461
81,10704,67299.4496420472,14115.701918493676,24135.895767045426,0.0,0.0,4606.60888440645
82,10728,21959.89324642149,42640.69497739051,15816.24750538969,2607.2300962211652,40.670484184877125,6235.6274052500285
83,10752,90487.46092956726,21622.6204152872,15337.774296936921,2476.300764349793,0.0,3525.5994332121286
84,10776,0.0,37174.00439710658,21655.307471007756,0.0,0.0,0.0
85,10800,3630.423652309002,47671.979170699975,23375.170819232288,3274.8724503619583,0.0,0.0
86,10824,73320.20717368068,23132.87726860981,31159.24787389355,3287.9131741289902,0.0,2678.306003857924
87,10848,64783.91350859575,15329.727829044918,24342.599599646448,0.0,0.0,1779.430589690442
88,10872,46506.07317353829,20348.13251496635,20025.301615868015,0.0,0.0,4387.6936601323205
89,10896,37797.042615488914,21749.27763884572,23492.024253014795,0.0,0.0,6163.749554716373
90,10920,31323.500798637433,28706.288664383585,14057.680390856858,3752.6320734081105,278.56329770879887,0.0
91,10944,31144.286636737488,25930.203451401114,15883.104606447672,4660.270462455641,215.31510184985035,236.11201503168326
92,10968,30207.884581976556,27448.252771029885,17363.427971406913,4043.2539652469018,541.8705572754516,1422.808391181731
93,10992,44451.990375395246,25363.158540424854,14171.704933839126,0.0,1063.5181438449918,0.0
94,11016,39972.48378961557,13408.275377319898,12240.141424996533,0.0,1159.4933702583696,0.0
95,11040,35110.478469925314,9717.205176900316,16261.42080019115,2847.4109724506397,1252.3158029786487,1562.405360027892
96,11064,54317.080936130835,19965.199761141874,15786.10696920474,3728.902330338691,747.4845007649101,0.0
97,11088,33404.94755283485,27529.892230101035,18891.670356545637,4590.293855802724,716.8761587458748,0.0
98,11112,39948.63137765569,36415.43793488369,14299.670480415869,4512.022440880321,0.0,0.0
99,11136,13538.992650544631,27255.512630808593,12030.202814798264,4027.668390621654,1220.1097479372338,0.0
100,11160,37448.880956801935,24501.30676973929,18025.164368335292,3579.0229210107964,358.00771405836457,0.0
101,11184,15887.646767787246,17962.724622966285,12331.699843503638,4471.461995934853,134.0869587012469,0.0
102,11208,12958.85088310348,23008.627535344676,13310.704461447136,4902.244721710491,169.49864699882755,0.0
103,11232,30676.880928508814,19864.146714374987,10869.377807497038,0.0,242.45355934258077,0.0
104,11256,40028.57759473362,25143.491815854795,15143.00182689156,3639.8190778773096,0.0,0.0
105,11280,43383.964319389925,20426.432494771434,17051.40571682071,3111.194135268138,0.0,0.0
106,11304,42932.37253496029,12139.113779803145,13906.495691194017,4196.896141619889,873.5802298299288,736.1075713966134
107,11328,55841.508133455995,27201.89309050339,14602.641372388982,3684.7511927891237,1007.5768456305686,889.6190481425008
108,11352,26283.749334594475,30150.108807124852,16016.05068742454,3952.2739465868763,590.1003710505322,0.0
109,11376,57616.74494663181,32080.01314783107,12466.350856487788,4856.927920214157,396.92734012122406,0.0
110,11400,22365.61049150229,31336.390500490324,10891.697828847326,4576.243661971765,305.5069184063601,706.9615776173318
111,11424,34847.495879931885,37587.28290101788,13096.261200312132,3657.5587652421527,72.67673116777436,0.0
112,11448,48128.90378668063,29423.42618393219,13792.569729303112,3957.387411627119,339.9323223628159,766.8742695659685
113,11472,56819.90642591074,38687.09518783964,12716.134344502196,3306.659056259239,0.0,378.6228734866616
114,11496,58156.40409359784,32665.791898832016,13654.552392029193,3507.210513304599,0.0,0.0
115,11520,49094.5444573566,39346.30214403226,16703.04841192867,0.0,179.7859114709427,0.0
116,11544,36620.16169688584,31299.6902104313,13331.053357891264,4233.80159104132,1004.9987842419258,0.0
117,11568,33157.03631047143,22250.42632346356,15091.342894107926,3862.295583185235,1674.9265215758269,0.0
118,11592,42808.62857737363,23604.224363753725,14362.832241329925,4654.666405463122,1188.8503494116303,0.0
119,11616,25334.63741866455,28826.731595570694,12828.678062416891,4592.960045927005,0.0,0.0
120,11640,72320.43854900963,34544.00931651038,17699.848426864948,3829.8099584632,567.7396071940627,0.0
121,11664,81497.14637409952,21088.568318791764,17376.31158373626,2033.7393692576784,120.547980762164,0.0
122,11688,83962.69320648334,13879.746896105908,0.0,3204.1065653778132,190.4408084828766,0.0
123,11712,80529.70802739589,4206.442667486946,15356.4293476952,951.7854038064595,614.7718160439374,0.0
124,11736,71741.09451485648,20681.840244248877,0.0,2438.4386791303277,656.507639207886,794.8206133708584
125,11760,87419.54424296069,27526.525169547866,0.0,1892.600758446897,41.067198005623474,0.0
126,11784,69083.3332581596,25098.959474930503,13096.167737771564,5873.182463786189,1058.9783254518193,0.0
127,11808,87183.705447666,26459.89058421285,16549.792433419963,0.0,13.396588188280504,0.0
128,11832,81393.58649372222,27332.113410341655,0.0,1795.0425911964603,932.7334011938915,1930.8977033607853
129,11856,80331.68647259013,27002.530297450543,0.0,2102.966279385196,1185.3191464321271,1014.2766139129133
130,11880,51136.77211891257,34472.310491027536,10569.253373245447,2745.4425626215566,621.3609762203832,0.0
131,11904,52229.798720504,31092.046865300552,12530.777108077955,3185.589533872105,1013.7319633911172,0.0
132,11928,47411.66608459524,35991.08674622891,818.808446788742,6498.040608676656,1194.6041761756833,0.0
133,11952,48392.38816847066,36698.32496659855,13240.642536450438,4486.4761630147,1349.6444526613773,0.0
134,11976,28854.676165164612,27747.08592415585,3458.731584852164,7200.070054951804,953.3512106549289,0.0
135,12000,53232.53638613521,22217.7573355192,0.0,5202.350972169586,882.8538569066168,0.0
136,12024,39478.653906873675,25466.11579981572,13936.74470759123,0.0,0.0,1546.3943124759808
137,12048,92334.73796962452,29652.325613762194,12965.99595864848,0.0,1740.9314970834573,264.11065123450527
138,12072,77846.38011076632,30235.857360860213,11837.422274965127,0.0,1152.4716866669028,0.0
139,12096,86668.66105353132,25968.25293929014,0.0,34.4020490719638,1470.1811574313233,0.0
140,12120,69399.18350873287,33194.03503574443,0.0,452.39814105455736,674.4489551306182,0.0
141,12144,83253.87408870083,30200.249172588716,0.0,1932.340634082785,1249.87143745628,372.26954708789026
142,12168,68966.50386322968,35260.237968939706,0.0,0.0,0.0,2900.4870042297566
