,index,Path3,Path8,Path14,Path65,Path66
0,365,267.4814775482115,756.5353625111153,974.9448913711408,662.6965396580881,0.0
1,366,629.4243600981812,1022.6029438241884,507.4420192218843,854.136002632203,0.0
2,367,445.99953714012594,1064.4963305280698,336.76098877825126,0.0,0.0
3,368,0.0,1048.5003806141294,497.03750388412385,0.0,0.0
4,369,0.0,668.7420513205692,380.0610248999092,0.0,0.0
5,370,0.0,619.8487638649902,514.4936695861985,0.0,0.0
6,371,0.0,651.4710363260615,461.3029487144853,0.0,0.0
7,372,0.0,632.2042877080639,1022.6645792109939,0.0,0.0
8,373,359.1946350682489,950.3710993063828,935.3982285787092,0.0,0.0
9,374,520.0614301386025,954.5430250714667,974.9893755634884,186.25633995560642,0.0
10,375,245.17791439750687,822.8099828577408,718.4370707885382,0.0,0.0
11,376,0.0,694.3169240147777,1163.508499984528,0.0,0.0
12,377,0.2354474893001281,722.1442932767746,767.1920421082465,0.0,0.0
13,378,817.9786324367401,977.946562127603,538.0059283798668,0.0,0.0
14,379,320.3728670074008,940.7872915309607,695.8546876947291,112.60861034047429,0.0
15,380,0.0,1017.6259809414211,498.37751837535615,0.0,0.0
16,381,0.0,927.6177130695024,596.0754701650951,0.0,0.0
17,382,0.0,881.0674617444948,443.80875767814933,0.0,0.0
18,383,0.0,1080.425508189202,644.5646938413449,370.23882452352495,0.0
19,384,34.91893228462825,1006.255838290303,741.9163775350128,0.0,0.0
20,385,565.3054756061762,931.2243830482588,718.9885544898214,699.1931281593696,0.0
21,386,30.24901447070499,809.6171208685538,669.5749879429239,565.8102292421473,0.0
22,387,0.0,435.23623902099854,610.3760479426177,173.30660926064968,0.0
23,388,0.0,896.8190010463043,394.1891180385092,0.0,0.0
24,389,0.0,945.3990618781332,654.7520234312736,0.0,0.0
25,390,6.301250368062598,827.0243383774748,1037.5303738188802,0.0,0.0
26,391,0.0,553.2725289545082,1009.2113753758085,0.0,0.0
27,392,0.0,757.1640126758922,550.2193599268713,0.0,0.0
28,393,0.0,812.2822062791357,367.7758886329648,199.65145310452635,0.0
29,394,0.0,836.299603952007,308.4444024503128,0.0,0.0
30,395,0.0,887.5099325586676,392.07473727508665,0.0,0.0
31,396,0.0,1232.3699975996346,378.938883459136,0.0,0.0
32,397,0.0,1252.9665171663776,519.1589664984408,0.0,0.0
33,398,0.0,1306.6891556554726,503.7272013499889,0.0,0.0
34,399,0.0,1134.7343575866958,525.3537725730703,0.0,0.0
35,400,0.0,1021.0265012592122,1166.7815506767379,0.0,0.0
36,401,0.0,1375.7030065701138,241.03357113790094,0.0,0.0
37,402,0.0,1028.2689424450502,0.0,435.79668965778836,0.0
38,403,0.0,1408.2186459971058,1097.0157260649514,0.0,0.0
39,404,0.0,1328.898674667374,1343.5147838366377,0.0,0.0
40,405,0.0,1463.1317757509448,939.6691189824668,102.89900840562241,0.0
41,406,0.0,1570.6618677169697,1029.883488816774,0.0,0.0
42,407,0.0,1786.348813534377,718.6279622029003,16.527545474231488,0.0
43,408,0.0,1801.8675772924066,742.6348569097912,0.0,0.0
44,409,0.0,1544.1946694319658,503.6546085156714,0.0,0.0
45,410,0.0,1545.3081335412744,564.5720407498987,0.0,0.0
46,411,0.0,1284.043318952746,321.31510555163806,0.0,0.0
47,412,0.0,1206.7377571500078,762.7322925034938,0.0,0.0
48,413,0.0,1362.2715238886262,635.9841990330648,0.0,0.0
49,414,0.0,1079.4854681887543,683.5117246747809,0.0,0.0
50,415,0.0,1737.382216114798,617.6070942784361,0.0,0.0
51,416,0.0,1408.756293516299,581.2210984813928,0.0,0.0
52,417,0.0,1521.4339623406736,375.04942512499605,0.0,0.0
53,418,0.0,1219.366850828432,473.09874786304647,73.79141923225654,0.0
54,419,0.0,810.8645148843705,324.8449801792025,0.0,0.0
55,420,0.0,1252.2071398269054,938.9709662962127,0.0,0.0
56,421,0.0,1301.4834096839522,977.0793849863943,0.0,0.0
57,422,0.0,1566.0665145903095,722.1162230198532,0.0,0.0
58,423,0.0,1062.2803819733726,868.062305299271,0.0,0.0
59,424,340.3831643476068,1409.606309375072,943.0058656674004,0.0,0.0
60,425,0.0,1789.5634652421645,706.6887131788558,0.0,0.0
61,426,0.0,1687.9703149452378,787.6796333943261,0.0,0.0
62,427,0.0,1961.2067812124435,982.0782171542157,0.0,0.0
63,428,0.0,1860.2051279473794,726.2573112619426,0.0,0.0
64,429,0.0,1256.9066757581054,580.3648117779989,0.0,0.0
65,430,0.0,1243.500469728178,805.9314855074533,0.0,0.0
66,431,0.0,1985.5268780122074,616.437781246151,0.0,0.0
67,432,0.0,1942.9275651207238,145.23976168890084,0.0,0.0
68,433,0.0,1700.0054117236054,170.66985760091984,0.0,0.0
69,434,0.0,2147.7038862592913,411.67203007608595,0.0,0.0
70,435,0.0,1294.3642004729127,342.4281407205852,0.0,0.0
71,436,0.0,1845.660306760341,447.1310370535811,0.0,0.0
72,437,0.0,1657.8345199375947,442.7265850564202,0.0,0.0
73,438,0.0,1734.7613439948038,506.3436168841523,0.0,0.0
74,439,0.0,1099.6563270830493,381.08527591393954,0.0,0.0
75,440,0.0,1269.1223633274733,938.920039273886,0.0,0.0
76,441,0.0,1715.310412950265,624.8868466159222,0.0,0.0
77,442,0.0,1825.0415775705128,737.8123804464584,0.0,0.0
78,443,0.0,626.0919570242231,1165.0377710663088,175.25700551722423,0.0
79,444,211.00978746063942,1525.1454525584775,73.34581516235623,0.0,0.0
80,445,0.0,1530.2361653420223,154.97343354873013,0.0,0.0
81,446,0.0,1641.6609417175293,144.63427087477268,0.0,0.0
82,447,0.0,1302.8679889410212,0.0,0.0,0.0
83,448,0.0,1289.6914949853074,247.61205248363063,0.0,0.0
84,449,0.0,1558.3079712323993,187.8318556454621,0.0,1084.6735555227576
85,450,0.0,1633.706118554254,695.70113084507,0.0,0.0
86,451,0.0,1958.5372873357128,220.87199503490388,0.0,0.0
87,452,0.0,1679.5114945773705,390.45153702475767,0.0,0.0
88,453,0.0,1506.8785931536593,478.6734823146062,0.0,0.0
89,454,0.0,1663.0315200106872,830.7302686282443,0.0,0.0
90,455,0.0,1267.2958545301476,461.1840670184135,0.0,0.0
91,456,0.0,1339.5630632608195,607.7767051240114,128.54450631463965,0.0
92,457,0.0,1402.5072476569076,864.7058608946318,0.0,0.0
93,458,0.0,1269.903496417104,349.4368461575443,0.0,0.0
94,459,0.0,1203.0513802039366,675.6687899770366,71.82014025189528,0.0
95,460,0.0,1377.1447428422546,928.9827918312636,0.0,0.0
96,461,0.0,1366.7378951888493,457.0104268572345,0.0,0.0
97,462,0.0,1505.5892220376886,529.3338803044239,0.0,0.0
98,463,0.0,1319.641822210341,827.1950263722078,0.0,0.0
99,464,0.0,1232.3901441670293,876.2861595563767,485.0052193107752,0.0
100,465,0.0,1481.6855820259946,794.8430115127437,0.0,0.0
101,466,0.0,1244.5128515805345,1153.8069243057414,382.79261434489035,0.0
102,467,0.0,1295.2521899095605,1206.4235651326849,667.0786613601899,0.0
103,468,0.0,1196.88270978078,258.95289054527103,0.0,0.0
104,469,0.0,1376.7090483167497,0.0,0.0,0.0
105,470,0.0,1457.7647137337194,170.26232602704403,0.0,0.0
106,471,0.0,1325.6276281119042,521.6244976983153,0.0,0.0
107,472,0.0,1341.2577572030366,0.0,0.0,0.0
108,473,0.0,1411.2514192552985,480.29917437983306,0.0,0.0
109,474,0.0,1272.6352377416576,6.683495146984682,0.0,0.0
110,475,0.0,1217.0088145929026,764.4566213994896,141.96945779455575,0.0
111,476,0.0,1316.1750964280245,328.37291539885143,0.0,0.0
112,477,0.0,1332.9322175497184,575.8330234139919,0.0,0.0
113,478,0.0,1270.1642881048886,204.128821298901,0.0,0.0
114,479,0.0,1304.5935730034744,242.7535600903074,0.0,0.0
115,480,0.0,1437.3848785201196,340.09803167759105,0.0,0.0
116,481,0.0,1304.2769974436906,697.9493486858148,0.0,0.0
117,482,0.0,1383.0632822372231,936.0379030357907,0.0,0.0
118,483,0.0,1358.2594753343649,890.871667597692,0.0,0.0
119,484,0.0,1292.3029210046545,1013.5502629431867,0.0,0.0
120,485,0.0,1496.4224808677245,0.0,0.0,0.0
121,486,376.99485302876917,1492.0648818945892,0.0,0.0,0.0
122,487,435.99611469628474,775.0618208725259,0.0,0.0,0.0
123,488,265.04038466195703,1415.872097889623,0.0,0.0,0.0
124,489,781.2183830593473,317.76941378070705,0.0,0.0,0.0
125,490,853.315059245059,258.7102535730534,0.0,0.0,0.0
126,491,2226.6650061473856,1314.3850561187164,0.0,0.0,0.0
127,492,0.0,1461.6385509243783,0.0,0.0,0.0
