,Source,Sink,Time,Value
720,SDGE,SCE,25,0.0
721,SDGE,SCE,26,0.0
722,SDGE,SCE,27,0.0
723,SDGE,SCE,28,0.0
724,SDGE,SCE,29,0.0
725,SDGE,SCE,30,0.0
726,SDGE,SCE,31,0.0
727,SDGE,SCE,32,0.0
728,SDGE,SCE,33,0.0
729,SDGE,SCE,34,0.0
730,SDGE,SCE,35,0.0
731,SDGE,SCE,36,0.0
732,SDGE,SCE,37,0.0
733,SDGE,SCE,38,0.0
734,SDGE,SCE,39,0.0
735,SDGE,SCE,40,0.0
736,SDGE,SCE,41,0.0
737,SDGE,SCE,42,0.0
738,SDGE,SCE,43,0.0
739,SDGE,SCE,44,0.0
740,SDGE,SCE,45,0.0
741,SDGE,SCE,46,0.0
742,SDGE,SCE,47,0.0
743,SDGE,SCE,48,0.0
744,SDGE,SDGE,25,0.0
745,SDGE,SDGE,26,0.0
746,SDGE,SDGE,27,0.0
747,SDGE,SDGE,28,0.0
748,SDGE,SDGE,29,0.0
749,SDGE,SDGE,30,0.0
750,SDGE,SDGE,31,0.0
751,SDGE,SDGE,32,0.0
752,SDGE,SDGE,33,0.0
753,SDGE,SDGE,34,0.0
754,SDGE,SDGE,35,0.0
755,SDGE,SDGE,36,0.0
756,SDGE,SDGE,37,0.0
757,SDGE,SDGE,38,0.0
758,SDGE,SDGE,39,0.0
759,SDGE,SDGE,40,0.0
760,SDGE,SDGE,41,0.0
761,SDGE,SDGE,42,0.0
762,SDGE,SDGE,43,0.0
763,SDGE,SDGE,44,0.0
764,SDGE,SDGE,45,0.0
765,SDGE,SDGE,46,0.0
766,SDGE,SDGE,47,0.0
767,SDGE,SDGE,48,0.0
768,SDGE,PGE_bay,25,0.0
769,SDGE,PGE_bay,26,0.0
770,SDGE,PGE_bay,27,0.0
771,SDGE,PGE_bay,28,0.0
772,SDGE,PGE_bay,29,0.0
773,SDGE,PGE_bay,30,0.0
774,SDGE,PGE_bay,31,0.0
775,SDGE,PGE_bay,32,0.0
776,SDGE,PGE_bay,33,0.0
777,SDGE,PGE_bay,34,0.0
778,SDGE,PGE_bay,35,0.0
779,SDGE,PGE_bay,36,0.0
780,SDGE,PGE_bay,37,0.0
781,SDGE,PGE_bay,38,0.0
782,SDGE,PGE_bay,39,0.0
783,SDGE,PGE_bay,40,0.0
784,SDGE,PGE_bay,41,0.0
785,SDGE,PGE_bay,42,0.0
786,SDGE,PGE_bay,43,0.0
787,SDGE,PGE_bay,44,0.0
788,SDGE,PGE_bay,45,0.0
789,SDGE,PGE_bay,46,0.0
790,SDGE,PGE_bay,47,0.0
791,SDGE,PGE_bay,48,0.0
792,SDGE,PGE_valley,25,0.0
793,SDGE,PGE_valley,26,0.0
794,SDGE,PGE_valley,27,0.0
795,SDGE,PGE_valley,28,0.0
796,SDGE,PGE_valley,29,0.0
797,SDGE,PGE_valley,30,0.0
798,SDGE,PGE_valley,31,0.0
799,SDGE,PGE_valley,32,0.0
800,SDGE,PGE_valley,33,0.0
801,SDGE,PGE_valley,34,0.0
802,SDGE,PGE_valley,35,0.0
803,SDGE,PGE_valley,36,0.0
804,SDGE,PGE_valley,37,0.0
805,SDGE,PGE_valley,38,0.0
806,SDGE,PGE_valley,39,0.0
807,SDGE,PGE_valley,40,0.0
808,SDGE,PGE_valley,41,0.0
809,SDGE,PGE_valley,42,0.0
810,SDGE,PGE_valley,43,0.0
811,SDGE,PGE_valley,44,0.0
812,SDGE,PGE_valley,45,0.0
813,SDGE,PGE_valley,46,0.0
814,SDGE,PGE_valley,47,0.0
815,SDGE,PGE_valley,48,0.0
816,SDGE,PNW,25,0.0
817,SDGE,PNW,26,0.0
818,SDGE,PNW,27,0.0
819,SDGE,PNW,28,0.0
820,SDGE,PNW,29,0.0
821,SDGE,PNW,30,0.0
822,SDGE,PNW,31,0.0
823,SDGE,PNW,32,0.0
824,SDGE,PNW,33,0.0
825,SDGE,PNW,34,0.0
826,SDGE,PNW,35,0.0
827,SDGE,PNW,36,0.0
828,SDGE,PNW,37,0.0
829,SDGE,PNW,38,0.0
830,SDGE,PNW,39,0.0
831,SDGE,PNW,40,0.0
832,SDGE,PNW,41,0.0
833,SDGE,PNW,42,0.0
834,SDGE,PNW,43,0.0
835,SDGE,PNW,44,0.0
836,SDGE,PNW,45,0.0
837,SDGE,PNW,46,0.0
838,SDGE,PNW,47,0.0
839,SDGE,PNW,48,0.0
840,PGE_bay,SCE,25,0.0
841,PGE_bay,SCE,26,0.0
842,PGE_bay,SCE,27,0.0
843,PGE_bay,SCE,28,0.0
844,PGE_bay,SCE,29,0.0
845,PGE_bay,SCE,30,0.0
846,PGE_bay,SCE,31,0.0
847,PGE_bay,SCE,32,0.0
848,PGE_bay,SCE,33,0.0
849,PGE_bay,SCE,34,0.0
850,PGE_bay,SCE,35,0.0
851,PGE_bay,SCE,36,0.0
852,PGE_bay,SCE,37,0.0
853,PGE_bay,SCE,38,0.0
854,PGE_bay,SCE,39,0.0
855,PGE_bay,SCE,40,0.0
856,PGE_bay,SCE,41,0.0
857,PGE_bay,SCE,42,0.0
858,PGE_bay,SCE,43,0.0
859,PGE_bay,SCE,44,0.0
860,PGE_bay,SCE,45,0.0
861,PGE_bay,SCE,46,0.0
862,PGE_bay,SCE,47,0.0
863,PGE_bay,SCE,48,0.0
864,PGE_bay,SDGE,25,0.0
865,PGE_bay,SDGE,26,0.0
866,PGE_bay,SDGE,27,0.0
867,PGE_bay,SDGE,28,0.0
868,PGE_bay,SDGE,29,0.0
869,PGE_bay,SDGE,30,0.0
870,PGE_bay,SDGE,31,0.0
871,PGE_bay,SDGE,32,0.0
872,PGE_bay,SDGE,33,0.0
873,PGE_bay,SDGE,34,0.0
874,PGE_bay,SDGE,35,0.0
875,PGE_bay,SDGE,36,0.0
876,PGE_bay,SDGE,37,0.0
877,PGE_bay,SDGE,38,0.0
878,PGE_bay,SDGE,39,0.0
879,PGE_bay,SDGE,40,0.0
880,PGE_bay,SDGE,41,0.0
881,PGE_bay,SDGE,42,0.0
882,PGE_bay,SDGE,43,0.0
883,PGE_bay,SDGE,44,0.0
884,PGE_bay,SDGE,45,0.0
885,PGE_bay,SDGE,46,0.0
886,PGE_bay,SDGE,47,0.0
887,PGE_bay,SDGE,48,0.0
888,PGE_bay,PGE_bay,25,0.0
889,PGE_bay,PGE_bay,26,0.0
890,PGE_bay,PGE_bay,27,0.0
891,PGE_bay,PGE_bay,28,0.0
892,PGE_bay,PGE_bay,29,0.0
893,PGE_bay,PGE_bay,30,0.0
894,PGE_bay,PGE_bay,31,0.0
895,PGE_bay,PGE_bay,32,0.0
896,PGE_bay,PGE_bay,33,0.0
897,PGE_bay,PGE_bay,34,0.0
898,PGE_bay,PGE_bay,35,0.0
899,PGE_bay,PGE_bay,36,0.0
900,PGE_bay,PGE_bay,37,0.0
901,PGE_bay,PGE_bay,38,0.0
902,PGE_bay,PGE_bay,39,0.0
903,PGE_bay,PGE_bay,40,0.0
904,PGE_bay,PGE_bay,41,0.0
905,PGE_bay,PGE_bay,42,0.0
906,PGE_bay,PGE_bay,43,0.0
907,PGE_bay,PGE_bay,44,0.0
908,PGE_bay,PGE_bay,45,0.0
909,PGE_bay,PGE_bay,46,0.0
910,PGE_bay,PGE_bay,47,0.0
911,PGE_bay,PGE_bay,48,0.0
912,PGE_bay,PGE_valley,25,0.0
913,PGE_bay,PGE_valley,26,0.0
914,PGE_bay,PGE_valley,27,0.0
915,PGE_bay,PGE_valley,28,0.0
916,PGE_bay,PGE_valley,29,0.0
917,PGE_bay,PGE_valley,30,0.0
918,PGE_bay,PGE_valley,31,0.0
919,PGE_bay,PGE_valley,32,0.0
920,PGE_bay,PGE_valley,33,0.0
921,PGE_bay,PGE_valley,34,0.0
922,PGE_bay,PGE_valley,35,0.0
923,PGE_bay,PGE_valley,36,0.0
924,PGE_bay,PGE_valley,37,0.0
925,PGE_bay,PGE_valley,38,0.0
926,PGE_bay,PGE_valley,39,0.0
927,PGE_bay,PGE_valley,40,0.0
928,PGE_bay,PGE_valley,41,0.0
929,PGE_bay,PGE_valley,42,0.0
930,PGE_bay,PGE_valley,43,0.0
931,PGE_bay,PGE_valley,44,0.0
932,PGE_bay,PGE_valley,45,0.0
933,PGE_bay,PGE_valley,46,0.0
934,PGE_bay,PGE_valley,47,0.0
935,PGE_bay,PGE_valley,48,0.0
936,PGE_bay,PNW,25,0.0
937,PGE_bay,PNW,26,0.0
938,PGE_bay,PNW,27,0.0
939,PGE_bay,PNW,28,0.0
940,PGE_bay,PNW,29,0.0
941,PGE_bay,PNW,30,0.0
942,PGE_bay,PNW,31,0.0
943,PGE_bay,PNW,32,0.0
944,PGE_bay,PNW,33,0.0
945,PGE_bay,PNW,34,0.0
946,PGE_bay,PNW,35,0.0
947,PGE_bay,PNW,36,0.0
948,PGE_bay,PNW,37,0.0
949,PGE_bay,PNW,38,0.0
950,PGE_bay,PNW,39,0.0
951,PGE_bay,PNW,40,0.0
952,PGE_bay,PNW,41,0.0
953,PGE_bay,PNW,42,0.0
954,PGE_bay,PNW,43,0.0
955,PGE_bay,PNW,44,0.0
956,PGE_bay,PNW,45,0.0
957,PGE_bay,PNW,46,0.0
958,PGE_bay,PNW,47,0.0
959,PGE_bay,PNW,48,0.0
960,PGE_valley,SCE,25,0.0
961,PGE_valley,SCE,26,0.0
962,PGE_valley,SCE,27,0.0
963,PGE_valley,SCE,28,0.0
964,PGE_valley,SCE,29,0.0
965,PGE_valley,SCE,30,0.0
966,PGE_valley,SCE,31,0.0
967,PGE_valley,SCE,32,0.0
968,PGE_valley,SCE,33,0.0
969,PGE_valley,SCE,34,0.0
970,PGE_valley,SCE,35,0.0
971,PGE_valley,SCE,36,0.0
972,PGE_valley,SCE,37,0.0
973,PGE_valley,SCE,38,0.0
974,PGE_valley,SCE,39,0.0
975,PGE_valley,SCE,40,0.0
976,PGE_valley,SCE,41,44.47305875018674
977,PGE_valley,SCE,42,0.0
978,PGE_valley,SCE,43,628.0508799156651
979,PGE_valley,SCE,44,539.9153065794189
980,PGE_valley,SCE,45,682.0565455573333
981,PGE_valley,SCE,46,1271.5426161467512
982,PGE_valley,SCE,47,1261.9642340436253
983,PGE_valley,SCE,48,595.0981956450771
984,PGE_valley,SDGE,25,0.0
985,PGE_valley,SDGE,26,0.0
986,PGE_valley,SDGE,27,0.0
987,PGE_valley,SDGE,28,0.0
988,PGE_valley,SDGE,29,0.0
989,PGE_valley,SDGE,30,0.0
990,PGE_valley,SDGE,31,0.0
991,PGE_valley,SDGE,32,0.0
992,PGE_valley,SDGE,33,0.0
993,PGE_valley,SDGE,34,0.0
994,PGE_valley,SDGE,35,0.0
995,PGE_valley,SDGE,36,0.0
996,PGE_valley,SDGE,37,0.0
997,PGE_valley,SDGE,38,0.0
998,PGE_valley,SDGE,39,0.0
999,PGE_valley,SDGE,40,0.0
1000,PGE_valley,SDGE,41,0.0
1001,PGE_valley,SDGE,42,0.0
1002,PGE_valley,SDGE,43,0.0
1003,PGE_valley,SDGE,44,0.0
1004,PGE_valley,SDGE,45,0.0
1005,PGE_valley,SDGE,46,0.0
1006,PGE_valley,SDGE,47,0.0
1007,PGE_valley,SDGE,48,0.0
1008,PGE_valley,PGE_bay,25,3586.926300119889
1009,PGE_valley,PGE_bay,26,3387.7933051811156
1010,PGE_valley,PGE_bay,27,3218.9198440546274
1011,PGE_valley,PGE_bay,28,3204.6045767040864
1012,PGE_valley,PGE_bay,29,3119.897779952972
1013,PGE_valley,PGE_bay,30,3259.423444152002
1014,PGE_valley,PGE_bay,31,3519.6710032671704
1015,PGE_valley,PGE_bay,32,4011.8236107369266
1016,PGE_valley,PGE_bay,33,4213.30383052463
1017,PGE_valley,PGE_bay,34,4506.600482932087
1018,PGE_valley,PGE_bay,35,4444.518290213306
1019,PGE_valley,PGE_bay,36,4327.089895184707
1020,PGE_valley,PGE_bay,37,4323.193893252286
1021,PGE_valley,PGE_bay,38,4229.3102245203
1022,PGE_valley,PGE_bay,39,4296.975260491843
1023,PGE_valley,PGE_bay,40,4299.14724855449
1024,PGE_valley,PGE_bay,41,4434.799296798556
1025,PGE_valley,PGE_bay,42,4543.970811419307
1026,PGE_valley,PGE_bay,43,4992.065462359555
1027,PGE_valley,PGE_bay,44,4979.491448470267
1028,PGE_valley,PGE_bay,45,4897.972901264297
1029,PGE_valley,PGE_bay,46,4588.976254340215
1030,PGE_valley,PGE_bay,47,4321.6320500108395
1031,PGE_valley,PGE_bay,48,4046.770262466199
1032,PGE_valley,PGE_valley,25,0.0
1033,PGE_valley,PGE_valley,26,0.0
1034,PGE_valley,PGE_valley,27,0.0
1035,PGE_valley,PGE_valley,28,0.0
1036,PGE_valley,PGE_valley,29,0.0
1037,PGE_valley,PGE_valley,30,0.0
1038,PGE_valley,PGE_valley,31,0.0
1039,PGE_valley,PGE_valley,32,0.0
1040,PGE_valley,PGE_valley,33,0.0
1041,PGE_valley,PGE_valley,34,0.0
1042,PGE_valley,PGE_valley,35,0.0
1043,PGE_valley,PGE_valley,36,0.0
1044,PGE_valley,PGE_valley,37,0.0
1045,PGE_valley,PGE_valley,38,0.0
1046,PGE_valley,PGE_valley,39,0.0
1047,PGE_valley,PGE_valley,40,0.0
1048,PGE_valley,PGE_valley,41,0.0
1049,PGE_valley,PGE_valley,42,0.0
1050,PGE_valley,PGE_valley,43,0.0
1051,PGE_valley,PGE_valley,44,0.0
1052,PGE_valley,PGE_valley,45,0.0
1053,PGE_valley,PGE_valley,46,0.0
1054,PGE_valley,PGE_valley,47,0.0
1055,PGE_valley,PGE_valley,48,0.0
1056,PGE_valley,PNW,25,0.0
1057,PGE_valley,PNW,26,0.0
1058,PGE_valley,PNW,27,0.0
1059,PGE_valley,PNW,28,0.0
1060,PGE_valley,PNW,29,0.0
1061,PGE_valley,PNW,30,0.0
1062,PGE_valley,PNW,31,0.0
1063,PGE_valley,PNW,32,0.0
1064,PGE_valley,PNW,33,0.0
1065,PGE_valley,PNW,34,0.0
1066,PGE_valley,PNW,35,0.0
1067,PGE_valley,PNW,36,0.0
1068,PGE_valley,PNW,37,0.0
1069,PGE_valley,PNW,38,0.0
1070,PGE_valley,PNW,39,0.0
1071,PGE_valley,PNW,40,0.0
1072,PGE_valley,PNW,41,0.0
1073,PGE_valley,PNW,42,0.0
1074,PGE_valley,PNW,43,0.0
1075,PGE_valley,PNW,44,0.0
1076,PGE_valley,PNW,45,0.0
1077,PGE_valley,PNW,46,0.0
1078,PGE_valley,PNW,47,0.0
1079,PGE_valley,PNW,48,0.0
1080,PNW,SCE,25,0.0
1081,PNW,SCE,26,0.0
1082,PNW,SCE,27,0.0
1083,PNW,SCE,28,0.0
1084,PNW,SCE,29,0.0
1085,PNW,SCE,30,0.0
1086,PNW,SCE,31,0.0
1087,PNW,SCE,32,0.0
1088,PNW,SCE,33,0.0
1089,PNW,SCE,34,0.0
1090,PNW,SCE,35,0.0
1091,PNW,SCE,36,0.0
1092,PNW,SCE,37,0.0
1093,PNW,SCE,38,0.0
1094,PNW,SCE,39,0.0
1095,PNW,SCE,40,0.0
1096,PNW,SCE,41,0.0
1097,PNW,SCE,42,0.0
1098,PNW,SCE,43,0.0
1099,PNW,SCE,44,0.0
1100,PNW,SCE,45,0.0
1101,PNW,SCE,46,0.0
1102,PNW,SCE,47,0.0
1103,PNW,SCE,48,0.0
1104,PNW,SDGE,25,0.0
1105,PNW,SDGE,26,0.0
1106,PNW,SDGE,27,0.0
1107,PNW,SDGE,28,0.0
1108,PNW,SDGE,29,0.0
1109,PNW,SDGE,30,0.0
1110,PNW,SDGE,31,0.0
1111,PNW,SDGE,32,0.0
1112,PNW,SDGE,33,0.0
1113,PNW,SDGE,34,0.0
1114,PNW,SDGE,35,0.0
1115,PNW,SDGE,36,0.0
1116,PNW,SDGE,37,0.0
1117,PNW,SDGE,38,0.0
1118,PNW,SDGE,39,0.0
1119,PNW,SDGE,40,0.0
1120,PNW,SDGE,41,0.0
1121,PNW,SDGE,42,0.0
1122,PNW,SDGE,43,0.0
1123,PNW,SDGE,44,0.0
1124,PNW,SDGE,45,0.0
1125,PNW,SDGE,46,0.0
1126,PNW,SDGE,47,0.0
1127,PNW,SDGE,48,0.0
1128,PNW,PGE_bay,25,0.0
1129,PNW,PGE_bay,26,0.0
1130,PNW,PGE_bay,27,0.0
1131,PNW,PGE_bay,28,0.0
1132,PNW,PGE_bay,29,0.0
1133,PNW,PGE_bay,30,0.0
1134,PNW,PGE_bay,31,0.0
1135,PNW,PGE_bay,32,0.0
1136,PNW,PGE_bay,33,0.0
1137,PNW,PGE_bay,34,0.0
1138,PNW,PGE_bay,35,0.0
1139,PNW,PGE_bay,36,0.0
1140,PNW,PGE_bay,37,0.0
1141,PNW,PGE_bay,38,0.0
1142,PNW,PGE_bay,39,0.0
1143,PNW,PGE_bay,40,0.0
1144,PNW,PGE_bay,41,0.0
1145,PNW,PGE_bay,42,0.0
1146,PNW,PGE_bay,43,0.0
1147,PNW,PGE_bay,44,0.0
1148,PNW,PGE_bay,45,0.0
1149,PNW,PGE_bay,46,0.0
1150,PNW,PGE_bay,47,0.0
1151,PNW,PGE_bay,48,0.0
1152,PNW,PGE_valley,25,4200.0
1153,PNW,PGE_valley,26,4200.0
1154,PNW,PGE_valley,27,4200.0
1155,PNW,PGE_valley,28,4200.0
1156,PNW,PGE_valley,29,4200.0
1157,PNW,PGE_valley,30,4200.0
1158,PNW,PGE_valley,31,4200.0
1159,PNW,PGE_valley,32,4200.0
1160,PNW,PGE_valley,33,4200.0
1161,PNW,PGE_valley,34,4200.0
1162,PNW,PGE_valley,35,4200.0
1163,PNW,PGE_valley,36,4200.0
1164,PNW,PGE_valley,37,4200.0
1165,PNW,PGE_valley,38,4200.0
1166,PNW,PGE_valley,39,4200.0
1167,PNW,PGE_valley,40,4200.0
1168,PNW,PGE_valley,41,4200.0
1169,PNW,PGE_valley,42,4200.0
1170,PNW,PGE_valley,43,4200.0
1171,PNW,PGE_valley,44,4200.0
1172,PNW,PGE_valley,45,4200.0
1173,PNW,PGE_valley,46,4200.0
1174,PNW,PGE_valley,47,4200.0
1175,PNW,PGE_valley,48,4200.0
1176,PNW,PNW,25,0.0
1177,PNW,PNW,26,0.0
1178,PNW,PNW,27,0.0
1179,PNW,PNW,28,0.0
1180,PNW,PNW,29,0.0
1181,PNW,PNW,30,0.0
1182,PNW,PNW,31,0.0
1183,PNW,PNW,32,0.0
1184,PNW,PNW,33,0.0
1185,PNW,PNW,34,0.0
1186,PNW,PNW,35,0.0
1187,PNW,PNW,36,0.0
1188,PNW,PNW,37,0.0
1189,PNW,PNW,38,0.0
1190,PNW,PNW,39,0.0
1191,PNW,PNW,40,0.0
1192,PNW,PNW,41,0.0
1193,PNW,PNW,42,0.0
1194,PNW,PNW,43,0.0
1195,PNW,PNW,44,0.0
1196,PNW,PNW,45,0.0
1197,PNW,PNW,46,0.0
1198,PNW,PNW,47,0.0
1199,PNW,PNW,48,0.0
1200,SCE,SCE,49,0.0
1201,SCE,SCE,50,0.0
1202,SCE,SCE,51,0.0
1203,SCE,SCE,52,0.0
1204,SCE,SCE,53,0.0
1205,SCE,SCE,54,0.0
1206,SCE,SCE,55,0.0
1207,SCE,SCE,56,0.0
1208,SCE,SCE,57,0.0
1209,SCE,SCE,58,0.0
1210,SCE,SCE,59,0.0
1211,SCE,SCE,60,0.0
1212,SCE,SCE,61,0.0
1213,SCE,SCE,62,0.0
1214,SCE,SCE,63,0.0
1215,SCE,SCE,64,0.0
1216,SCE,SCE,65,0.0
1217,SCE,SCE,66,0.0
1218,SCE,SCE,67,0.0
1219,SCE,SCE,68,0.0
1220,SCE,SCE,69,0.0
1221,SCE,SCE,70,0.0
1222,SCE,SCE,71,0.0
1223,SCE,SCE,72,0.0
1224,SCE,SDGE,49,0.0
1225,SCE,SDGE,50,0.0
1226,SCE,SDGE,51,0.0
1227,SCE,SDGE,52,0.0
1228,SCE,SDGE,53,0.0
1229,SCE,SDGE,54,0.0
1230,SCE,SDGE,55,0.0
1231,SCE,SDGE,56,0.0
1232,SCE,SDGE,57,0.0
1233,SCE,SDGE,58,0.0
1234,SCE,SDGE,59,0.0
1235,SCE,SDGE,60,0.0
1236,SCE,SDGE,61,0.0
1237,SCE,SDGE,62,0.0
1238,SCE,SDGE,63,0.0
1239,SCE,SDGE,64,0.0
1240,SCE,SDGE,65,0.0
1241,SCE,SDGE,66,75.6745400740792
1242,SCE,SDGE,67,305.5470394108731
1243,SCE,SDGE,68,334.87293023070026
1244,SCE,SDGE,69,195.62490804414043
1245,SCE,SDGE,70,194.0854850054933
1246,SCE,SDGE,71,202.83870035368335
1247,SCE,SDGE,72,193.7111620320421
1248,SCE,PGE_bay,49,0.0
1249,SCE,PGE_bay,50,0.0
1250,SCE,PGE_bay,51,0.0
1251,SCE,PGE_bay,52,0.0
1252,SCE,PGE_bay,53,0.0
1253,SCE,PGE_bay,54,0.0
1254,SCE,PGE_bay,55,0.0
1255,SCE,PGE_bay,56,0.0
1256,SCE,PGE_bay,57,0.0
1257,SCE,PGE_bay,58,0.0
1258,SCE,PGE_bay,59,0.0
1259,SCE,PGE_bay,60,0.0
1260,SCE,PGE_bay,61,0.0
1261,SCE,PGE_bay,62,0.0
1262,SCE,PGE_bay,63,0.0
1263,SCE,PGE_bay,64,0.0
1264,SCE,PGE_bay,65,0.0
1265,SCE,PGE_bay,66,0.0
1266,SCE,PGE_bay,67,0.0
1267,SCE,PGE_bay,68,0.0
1268,SCE,PGE_bay,69,0.0
1269,SCE,PGE_bay,70,0.0
1270,SCE,PGE_bay,71,0.0
1271,SCE,PGE_bay,72,0.0
1272,SCE,PGE_valley,49,0.0
1273,SCE,PGE_valley,50,0.0
1274,SCE,PGE_valley,51,0.0
1275,SCE,PGE_valley,52,0.0
1276,SCE,PGE_valley,53,0.0
1277,SCE,PGE_valley,54,0.0
1278,SCE,PGE_valley,55,0.0
1279,SCE,PGE_valley,56,0.0
1280,SCE,PGE_valley,57,0.0
1281,SCE,PGE_valley,58,0.0
1282,SCE,PGE_valley,59,0.0
1283,SCE,PGE_valley,60,0.0
1284,SCE,PGE_valley,61,0.0
1285,SCE,PGE_valley,62,0.0
1286,SCE,PGE_valley,63,0.0
1287,SCE,PGE_valley,64,0.0
1288,SCE,PGE_valley,65,0.0
1289,SCE,PGE_valley,66,0.0
1290,SCE,PGE_valley,67,0.0
1291,SCE,PGE_valley,68,0.0
1292,SCE,PGE_valley,69,0.0
1293,SCE,PGE_valley,70,0.0
1294,SCE,PGE_valley,71,0.0
1295,SCE,PGE_valley,72,0.0
1296,SCE,PNW,49,0.0
1297,SCE,PNW,50,0.0
1298,SCE,PNW,51,0.0
1299,SCE,PNW,52,0.0
1300,SCE,PNW,53,0.0
1301,SCE,PNW,54,0.0
1302,SCE,PNW,55,0.0
1303,SCE,PNW,56,0.0
1304,SCE,PNW,57,0.0
1305,SCE,PNW,58,0.0
1306,SCE,PNW,59,0.0
1307,SCE,PNW,60,0.0
1308,SCE,PNW,61,0.0
1309,SCE,PNW,62,0.0
1310,SCE,PNW,63,0.0
1311,SCE,PNW,64,0.0
1312,SCE,PNW,65,0.0
1313,SCE,PNW,66,0.0
1314,SCE,PNW,67,0.0
1315,SCE,PNW,68,0.0
1316,SCE,PNW,69,0.0
1317,SCE,PNW,70,0.0
1318,SCE,PNW,71,0.0
1319,SCE,PNW,72,0.0
1320,SDGE,SCE,49,0.0
1321,SDGE,SCE,50,0.0
1322,SDGE,SCE,51,0.0
1323,SDGE,SCE,52,0.0
1324,SDGE,SCE,53,0.0
1325,SDGE,SCE,54,0.0
1326,SDGE,SCE,55,0.0
1327,SDGE,SCE,56,0.0
1328,SDGE,SCE,57,0.0
1329,SDGE,SCE,58,0.0
1330,SDGE,SCE,59,0.0
1331,SDGE,SCE,60,0.0
1332,SDGE,SCE,61,0.0
1333,SDGE,SCE,62,0.0
1334,SDGE,SCE,63,0.0
1335,SDGE,SCE,64,0.0
1336,SDGE,SCE,65,0.0
1337,SDGE,SCE,66,0.0
1338,SDGE,SCE,67,0.0
1339,SDGE,SCE,68,0.0
1340,SDGE,SCE,69,0.0
1341,SDGE,SCE,70,0.0
1342,SDGE,SCE,71,0.0
1343,SDGE,SCE,72,0.0
1344,SDGE,SDGE,49,0.0
1345,SDGE,SDGE,50,0.0
1346,SDGE,SDGE,51,0.0
1347,SDGE,SDGE,52,0.0
1348,SDGE,SDGE,53,0.0
1349,SDGE,SDGE,54,0.0
1350,SDGE,SDGE,55,0.0
1351,SDGE,SDGE,56,0.0
1352,SDGE,SDGE,57,0.0
1353,SDGE,SDGE,58,0.0
1354,SDGE,SDGE,59,0.0
1355,SDGE,SDGE,60,0.0
1356,SDGE,SDGE,61,0.0
1357,SDGE,SDGE,62,0.0
1358,SDGE,SDGE,63,0.0
1359,SDGE,SDGE,64,0.0
1360,SDGE,SDGE,65,0.0
1361,SDGE,SDGE,66,0.0
1362,SDGE,SDGE,67,0.0
1363,SDGE,SDGE,68,0.0
1364,SDGE,SDGE,69,0.0
1365,SDGE,SDGE,70,0.0
1366,SDGE,SDGE,71,0.0
1367,SDGE,SDGE,72,0.0
1368,SDGE,PGE_bay,49,0.0
1369,SDGE,PGE_bay,50,0.0
1370,SDGE,PGE_bay,51,0.0
1371,SDGE,PGE_bay,52,0.0
1372,SDGE,PGE_bay,53,0.0
1373,SDGE,PGE_bay,54,0.0
1374,SDGE,PGE_bay,55,0.0
1375,SDGE,PGE_bay,56,0.0
1376,SDGE,PGE_bay,57,0.0
1377,SDGE,PGE_bay,58,0.0
1378,SDGE,PGE_bay,59,0.0
1379,SDGE,PGE_bay,60,0.0
1380,SDGE,PGE_bay,61,0.0
1381,SDGE,PGE_bay,62,0.0
1382,SDGE,PGE_bay,63,0.0
1383,SDGE,PGE_bay,64,0.0
1384,SDGE,PGE_bay,65,0.0
1385,SDGE,PGE_bay,66,0.0
1386,SDGE,PGE_bay,67,0.0
1387,SDGE,PGE_bay,68,0.0
1388,SDGE,PGE_bay,69,0.0
1389,SDGE,PGE_bay,70,0.0
1390,SDGE,PGE_bay,71,0.0
1391,SDGE,PGE_bay,72,0.0
1392,SDGE,PGE_valley,49,0.0
1393,SDGE,PGE_valley,50,0.0
1394,SDGE,PGE_valley,51,0.0
1395,SDGE,PGE_valley,52,0.0
1396,SDGE,PGE_valley,53,0.0
1397,SDGE,PGE_valley,54,0.0
1398,SDGE,PGE_valley,55,0.0
1399,SDGE,PGE_valley,56,0.0
1400,SDGE,PGE_valley,57,0.0
1401,SDGE,PGE_valley,58,0.0
1402,SDGE,PGE_valley,59,0.0
1403,SDGE,PGE_valley,60,0.0
1404,SDGE,PGE_valley,61,0.0
1405,SDGE,PGE_valley,62,0.0
1406,SDGE,PGE_valley,63,0.0
1407,SDGE,PGE_valley,64,0.0
1408,SDGE,PGE_valley,65,0.0
1409,SDGE,PGE_valley,66,0.0
1410,SDGE,PGE_valley,67,0.0
1411,SDGE,PGE_valley,68,0.0
1412,SDGE,PGE_valley,69,0.0
1413,SDGE,PGE_valley,70,0.0
1414,SDGE,PGE_valley,71,0.0
1415,SDGE,PGE_valley,72,0.0
1416,SDGE,PNW,49,0.0
1417,SDGE,PNW,50,0.0
1418,SDGE,PNW,51,0.0
1419,SDGE,PNW,52,0.0
1420,SDGE,PNW,53,0.0
1421,SDGE,PNW,54,0.0
1422,SDGE,PNW,55,0.0
1423,SDGE,PNW,56,0.0
1424,SDGE,PNW,57,0.0
1425,SDGE,PNW,58,0.0
1426,SDGE,PNW,59,0.0
1427,SDGE,PNW,60,0.0
1428,SDGE,PNW,61,0.0
1429,SDGE,PNW,62,0.0
1430,SDGE,PNW,63,0.0
1431,SDGE,PNW,64,0.0
1432,SDGE,PNW,65,0.0
