,Generator,Time,Value,Zones
203,PNCHPP_1_PL1X2,12,0.0,PGE_valley
204,PNCHPP_1_PL1X2,13,0.0,PGE_valley
205,PNCHPP_1_PL1X2,14,0.0,PGE_valley
206,PNCHPP_1_PL1X2,15,0.0,PGE_valley
207,PNCHPP_1_PL1X2,16,0.0,PGE_valley
208,PNCHPP_1_PL1X2,17,0.0,PGE_valley
209,PNCHPP_1_PL1X2,18,0.0,PGE_valley
210,PNCHPP_1_PL1X2,19,0.0,PGE_valley
211,PNCHPP_1_PL1X2,20,0.0,PGE_valley
212,PNCHPP_1_PL1X2,21,0.0,PGE_valley
213,PNCHPP_1_PL1X2,22,0.0,PGE_valley
214,PNCHPP_1_PL1X2,23,0.0,PGE_valley
215,PNCHPP_1_PL1X2,24,0.0,PGE_valley
216,COLGA1_6_SHELLW,1,1.0,PGE_valley
217,COLGA1_6_SHELLW,2,1.0,PGE_valley
218,COLGA1_6_SHELLW,3,1.0,PGE_valley
219,COLGA1_6_SHELLW,4,1.0,PGE_valley
220,COLGA1_6_SHELLW,5,1.0,PGE_valley
221,COLGA1_6_SHELLW,6,1.0,PGE_valley
222,COLGA1_6_SHELLW,7,1.0,PGE_valley
223,COLGA1_6_SHELLW,8,1.0,PGE_valley
224,COLGA1_6_SHELLW,9,1.0,PGE_valley
225,COLGA1_6_SHELLW,10,1.0,PGE_valley
226,COLGA1_6_SHELLW,11,1.0,PGE_valley
227,COLGA1_6_SHELLW,12,1.0,PGE_valley
228,COLGA1_6_SHELLW,13,1.0,PGE_valley
229,COLGA1_6_SHELLW,14,1.0,PGE_valley
230,COLGA1_6_SHELLW,15,1.0,PGE_valley
231,COLGA1_6_SHELLW,16,1.0,PGE_valley
232,COLGA1_6_SHELLW,17,1.0,PGE_valley
233,COLGA1_6_SHELLW,18,1.0,PGE_valley
234,COLGA1_6_SHELLW,19,1.0,PGE_valley
235,COLGA1_6_SHELLW,20,1.0,PGE_valley
236,COLGA1_6_SHELLW,21,1.0,PGE_valley
237,COLGA1_6_SHELLW,22,1.0,PGE_valley
238,COLGA1_6_SHELLW,23,1.0,PGE_valley
239,COLGA1_6_SHELLW,24,1.0,PGE_valley
240,KINGCO_1_KINGBR,1,-0.0,PGE_valley
241,KINGCO_1_KINGBR,2,-0.0,PGE_valley
242,KINGCO_1_KINGBR,3,-0.0,PGE_valley
243,KINGCO_1_KINGBR,4,-0.0,PGE_valley
244,KINGCO_1_KINGBR,5,-0.0,PGE_valley
245,KINGCO_1_KINGBR,6,-0.0,PGE_valley
246,KINGCO_1_KINGBR,7,-0.0,PGE_valley
247,KINGCO_1_KINGBR,8,-0.0,PGE_valley
248,KINGCO_1_KINGBR,9,-0.0,PGE_valley
249,KINGCO_1_KINGBR,10,-0.0,PGE_valley
250,KINGCO_1_KINGBR,11,-0.0,PGE_valley
251,KINGCO_1_KINGBR,12,-0.0,PGE_valley
252,KINGCO_1_KINGBR,13,-0.0,PGE_valley
253,KINGCO_1_KINGBR,14,-0.0,PGE_valley
254,KINGCO_1_KINGBR,15,-0.0,PGE_valley
255,KINGCO_1_KINGBR,16,-0.0,PGE_valley
256,KINGCO_1_KINGBR,17,-0.0,PGE_valley
257,KINGCO_1_KINGBR,18,0.0,PGE_valley
258,KINGCO_1_KINGBR,19,0.0,PGE_valley
259,KINGCO_1_KINGBR,20,0.0,PGE_valley
260,KINGCO_1_KINGBR,21,-0.0,PGE_valley
261,KINGCO_1_KINGBR,22,-0.0,PGE_valley
262,KINGCO_1_KINGBR,23,-0.0,PGE_valley
263,KINGCO_1_KINGBR,24,-0.0,PGE_valley
264,CHEVCD_6_UNIT,1,-0.0,PGE_valley
265,CHEVCD_6_UNIT,2,-0.0,PGE_valley
266,CHEVCD_6_UNIT,3,-0.0,PGE_valley
267,CHEVCD_6_UNIT,4,-0.0,PGE_valley
268,CHEVCD_6_UNIT,5,-0.0,PGE_valley
269,CHEVCD_6_UNIT,6,-0.0,PGE_valley
270,CHEVCD_6_UNIT,7,-0.0,PGE_valley
271,CHEVCD_6_UNIT,8,-0.0,PGE_valley
272,CHEVCD_6_UNIT,9,-0.0,PGE_valley
273,CHEVCD_6_UNIT,10,-0.0,PGE_valley
274,CHEVCD_6_UNIT,11,-0.0,PGE_valley
275,CHEVCD_6_UNIT,12,-0.0,PGE_valley
276,CHEVCD_6_UNIT,13,-0.0,PGE_valley
277,CHEVCD_6_UNIT,14,-0.0,PGE_valley
278,CHEVCD_6_UNIT,15,-0.0,PGE_valley
279,CHEVCD_6_UNIT,16,-0.0,PGE_valley
280,CHEVCD_6_UNIT,17,-0.0,PGE_valley
281,CHEVCD_6_UNIT,18,-0.0,PGE_valley
282,CHEVCD_6_UNIT,19,0.0,PGE_valley
283,CHEVCD_6_UNIT,20,0.0,PGE_valley
284,CHEVCD_6_UNIT,21,-0.0,PGE_valley
285,CHEVCD_6_UNIT,22,-0.0,PGE_valley
286,CHEVCD_6_UNIT,23,-0.0,PGE_valley
287,CHEVCD_6_UNIT,24,-0.0,PGE_valley
288,GRNLF1_1_UNITS,1,0.0,PGE_valley
289,GRNLF1_1_UNITS,2,0.0,PGE_valley
290,GRNLF1_1_UNITS,3,0.0,PGE_valley
291,GRNLF1_1_UNITS,4,0.0,PGE_valley
292,GRNLF1_1_UNITS,5,0.0,PGE_valley
293,GRNLF1_1_UNITS,6,0.0,PGE_valley
294,GRNLF1_1_UNITS,7,0.0,PGE_valley
295,GRNLF1_1_UNITS,8,0.0,PGE_valley
296,GRNLF1_1_UNITS,9,0.0,PGE_valley
297,GRNLF1_1_UNITS,10,0.0,PGE_valley
298,GRNLF1_1_UNITS,11,0.0,PGE_valley
299,GRNLF1_1_UNITS,12,0.0,PGE_valley
300,GRNLF1_1_UNITS,13,0.0,PGE_valley
301,GRNLF1_1_UNITS,14,0.0,PGE_valley
302,GRNLF1_1_UNITS,15,0.0,PGE_valley
303,GRNLF1_1_UNITS,16,0.0,PGE_valley
304,GRNLF1_1_UNITS,17,0.0,PGE_valley
305,GRNLF1_1_UNITS,18,0.0,PGE_valley
306,GRNLF1_1_UNITS,19,0.0,PGE_valley
307,GRNLF1_1_UNITS,20,0.0,PGE_valley
308,GRNLF1_1_UNITS,21,0.0,PGE_valley
309,GRNLF1_1_UNITS,22,0.0,PGE_valley
310,GRNLF1_1_UNITS,23,0.0,PGE_valley
311,GRNLF1_1_UNITS,24,0.0,PGE_valley
312,LODI25_2_UNIT1,1,0.0,PGE_valley
313,LODI25_2_UNIT1,2,0.0,PGE_valley
314,LODI25_2_UNIT1,3,0.0,PGE_valley
315,LODI25_2_UNIT1,4,0.0,PGE_valley
316,LODI25_2_UNIT1,5,0.0,PGE_valley
317,LODI25_2_UNIT1,6,0.0,PGE_valley
318,LODI25_2_UNIT1,7,0.0,PGE_valley
319,LODI25_2_UNIT1,8,0.0,PGE_valley
320,LODI25_2_UNIT1,9,0.0,PGE_valley
321,LODI25_2_UNIT1,10,0.0,PGE_valley
322,LODI25_2_UNIT1,11,0.0,PGE_valley
323,LODI25_2_UNIT1,12,0.0,PGE_valley
324,LODI25_2_UNIT1,13,0.0,PGE_valley
325,LODI25_2_UNIT1,14,0.0,PGE_valley
326,LODI25_2_UNIT1,15,0.0,PGE_valley
327,LODI25_2_UNIT1,16,0.0,PGE_valley
328,LODI25_2_UNIT1,17,0.0,PGE_valley
329,LODI25_2_UNIT1,18,0.0,PGE_valley
330,LODI25_2_UNIT1,19,0.0,PGE_valley
331,LODI25_2_UNIT1,20,0.0,PGE_valley
332,LODI25_2_UNIT1,21,0.0,PGE_valley
333,LODI25_2_UNIT1,22,0.0,PGE_valley
334,LODI25_2_UNIT1,23,0.0,PGE_valley
335,LODI25_2_UNIT1,24,0.0,PGE_valley
336,HENRTA_6_UNITA2,1,-0.0,PGE_valley
337,HENRTA_6_UNITA2,2,-0.0,PGE_valley
338,HENRTA_6_UNITA2,3,-0.0,PGE_valley
339,HENRTA_6_UNITA2,4,-0.0,PGE_valley
340,HENRTA_6_UNITA2,5,-0.0,PGE_valley
341,HENRTA_6_UNITA2,6,-0.0,PGE_valley
342,HENRTA_6_UNITA2,7,-0.0,PGE_valley
343,HENRTA_6_UNITA2,8,-0.0,PGE_valley
344,HENRTA_6_UNITA2,9,-0.0,PGE_valley
345,HENRTA_6_UNITA2,10,-0.0,PGE_valley
346,HENRTA_6_UNITA2,11,-0.0,PGE_valley
347,HENRTA_6_UNITA2,12,-0.0,PGE_valley
348,HENRTA_6_UNITA2,13,-0.0,PGE_valley
349,HENRTA_6_UNITA2,14,-0.0,PGE_valley
350,HENRTA_6_UNITA2,15,-0.0,PGE_valley
351,HENRTA_6_UNITA2,16,-0.0,PGE_valley
352,HENRTA_6_UNITA2,17,-0.0,PGE_valley
353,HENRTA_6_UNITA2,18,0.0,PGE_valley
354,HENRTA_6_UNITA2,19,0.0,PGE_valley
355,HENRTA_6_UNITA2,20,0.0,PGE_valley
356,HENRTA_6_UNITA2,21,0.0,PGE_valley
357,HENRTA_6_UNITA2,22,0.0,PGE_valley
358,HENRTA_6_UNITA2,23,-0.0,PGE_valley
359,HENRTA_6_UNITA2,24,-0.0,PGE_valley
360,KNGCTY_6_UNITA1,1,0.0,PGE_valley
361,KNGCTY_6_UNITA1,2,0.0,PGE_valley
362,KNGCTY_6_UNITA1,3,0.0,PGE_valley
363,KNGCTY_6_UNITA1,4,0.0,PGE_valley
364,KNGCTY_6_UNITA1,5,0.0,PGE_valley
365,KNGCTY_6_UNITA1,6,0.0,PGE_valley
366,KNGCTY_6_UNITA1,7,0.0,PGE_valley
367,KNGCTY_6_UNITA1,8,0.0,PGE_valley
368,KNGCTY_6_UNITA1,9,0.0,PGE_valley
369,KNGCTY_6_UNITA1,10,0.0,PGE_valley
370,KNGCTY_6_UNITA1,11,0.0,PGE_valley
371,KNGCTY_6_UNITA1,12,0.0,PGE_valley
372,KNGCTY_6_UNITA1,13,0.0,PGE_valley
373,KNGCTY_6_UNITA1,14,0.0,PGE_valley
374,KNGCTY_6_UNITA1,15,0.0,PGE_valley
375,KNGCTY_6_UNITA1,16,0.0,PGE_valley
376,KNGCTY_6_UNITA1,17,0.0,PGE_valley
377,KNGCTY_6_UNITA1,18,0.0,PGE_valley
378,KNGCTY_6_UNITA1,19,0.0,PGE_valley
379,KNGCTY_6_UNITA1,20,0.0,PGE_valley
380,KNGCTY_6_UNITA1,21,0.0,PGE_valley
381,KNGCTY_6_UNITA1,22,0.0,PGE_valley
382,KNGCTY_6_UNITA1,23,0.0,PGE_valley
383,KNGCTY_6_UNITA1,24,0.0,PGE_valley
384,LAPLMA_2_UNIT1,1,1.0,PGE_valley
385,LAPLMA_2_UNIT1,2,1.0,PGE_valley
386,LAPLMA_2_UNIT1,3,1.0,PGE_valley
387,LAPLMA_2_UNIT1,4,1.0,PGE_valley
388,LAPLMA_2_UNIT1,5,1.0,PGE_valley
389,LAPLMA_2_UNIT1,6,1.0,PGE_valley
390,LAPLMA_2_UNIT1,7,1.0,PGE_valley
391,LAPLMA_2_UNIT1,8,1.0,PGE_valley
392,LAPLMA_2_UNIT1,9,1.0,PGE_valley
393,LAPLMA_2_UNIT1,10,1.0,PGE_valley
394,LAPLMA_2_UNIT1,11,1.0,PGE_valley
395,LAPLMA_2_UNIT1,12,1.0,PGE_valley
396,LAPLMA_2_UNIT1,13,1.0,PGE_valley
397,LAPLMA_2_UNIT1,14,1.0,PGE_valley
398,LAPLMA_2_UNIT1,15,1.0,PGE_valley
399,LAPLMA_2_UNIT1,16,1.0,PGE_valley
400,LAPLMA_2_UNIT1,17,1.0,PGE_valley
401,LAPLMA_2_UNIT1,18,1.0,PGE_valley
402,LAPLMA_2_UNIT1,19,1.0,PGE_valley
403,LAPLMA_2_UNIT1,20,1.0,PGE_valley
404,LAPLMA_2_UNIT1,21,1.0,PGE_valley
405,LAPLMA_2_UNIT1,22,1.0,PGE_valley
406,LAPLMA_2_UNIT1,23,1.0,PGE_valley
407,LAPLMA_2_UNIT1,24,1.0,PGE_valley
408,LODIEC_2_PL1X2,1,1.0,PGE_valley
409,LODIEC_2_PL1X2,2,1.0,PGE_valley
410,LODIEC_2_PL1X2,3,1.0,PGE_valley
411,LODIEC_2_PL1X2,4,1.0,PGE_valley
412,LODIEC_2_PL1X2,5,1.0,PGE_valley
413,LODIEC_2_PL1X2,6,1.0,PGE_valley
414,LODIEC_2_PL1X2,7,1.0,PGE_valley
415,LODIEC_2_PL1X2,8,1.0,PGE_valley
416,LODIEC_2_PL1X2,9,1.0,PGE_valley
417,LODIEC_2_PL1X2,10,1.0,PGE_valley
418,LODIEC_2_PL1X2,11,1.0,PGE_valley
419,LODIEC_2_PL1X2,12,1.0,PGE_valley
420,LODIEC_2_PL1X2,13,1.0,PGE_valley
421,LODIEC_2_PL1X2,14,1.0,PGE_valley
422,LODIEC_2_PL1X2,15,1.0,PGE_valley
423,LODIEC_2_PL1X2,16,1.0,PGE_valley
424,LODIEC_2_PL1X2,17,1.0,PGE_valley
425,LODIEC_2_PL1X2,18,1.0,PGE_valley
426,LODIEC_2_PL1X2,19,1.0,PGE_valley
427,LODIEC_2_PL1X2,20,1.0,PGE_valley
428,LODIEC_2_PL1X2,21,1.0,PGE_valley
429,LODIEC_2_PL1X2,22,1.0,PGE_valley
430,LODIEC_2_PL1X2,23,1.0,PGE_valley
431,LODIEC_2_PL1X2,24,1.0,PGE_valley
432,LAPLMA_2_UNIT3,1,1.0,PGE_valley
433,LAPLMA_2_UNIT3,2,1.0,PGE_valley
434,LAPLMA_2_UNIT3,3,1.0,PGE_valley
435,LAPLMA_2_UNIT3,4,1.0,PGE_valley
436,LAPLMA_2_UNIT3,5,1.0,PGE_valley
437,LAPLMA_2_UNIT3,6,1.0,PGE_valley
438,LAPLMA_2_UNIT3,7,1.0,PGE_valley
439,LAPLMA_2_UNIT3,8,1.0,PGE_valley
440,LAPLMA_2_UNIT3,9,1.0,PGE_valley
441,LAPLMA_2_UNIT3,10,1.0,PGE_valley
442,LAPLMA_2_UNIT3,11,1.0,PGE_valley
443,LAPLMA_2_UNIT3,12,1.0,PGE_valley
444,LAPLMA_2_UNIT3,13,1.0,PGE_valley
445,LAPLMA_2_UNIT3,14,1.0,PGE_valley
446,LAPLMA_2_UNIT3,15,1.0,PGE_valley
447,LAPLMA_2_UNIT3,16,1.0,PGE_valley
448,LAPLMA_2_UNIT3,17,1.0,PGE_valley
449,LAPLMA_2_UNIT3,18,1.0,PGE_valley
450,LAPLMA_2_UNIT3,19,1.0,PGE_valley
451,LAPLMA_2_UNIT3,20,1.0,PGE_valley
452,LAPLMA_2_UNIT3,21,1.0,PGE_valley
453,LAPLMA_2_UNIT3,22,1.0,PGE_valley
454,LAPLMA_2_UNIT3,23,1.0,PGE_valley
455,LAPLMA_2_UNIT3,24,1.0,PGE_valley
456,LAPLMA_2_UNIT2,1,1.0,PGE_valley
457,LAPLMA_2_UNIT2,2,1.0,PGE_valley
458,LAPLMA_2_UNIT2,3,1.0,PGE_valley
459,LAPLMA_2_UNIT2,4,1.0,PGE_valley
460,LAPLMA_2_UNIT2,5,1.0,PGE_valley
461,LAPLMA_2_UNIT2,6,1.0,PGE_valley
462,LAPLMA_2_UNIT2,7,1.0,PGE_valley
463,LAPLMA_2_UNIT2,8,1.0,PGE_valley
464,LAPLMA_2_UNIT2,9,1.0,PGE_valley
465,LAPLMA_2_UNIT2,10,1.0,PGE_valley
466,LAPLMA_2_UNIT2,11,1.0,PGE_valley
467,LAPLMA_2_UNIT2,12,1.0,PGE_valley
468,LAPLMA_2_UNIT2,13,1.0,PGE_valley
469,LAPLMA_2_UNIT2,14,1.0,PGE_valley
470,LAPLMA_2_UNIT2,15,1.0,PGE_valley
471,LAPLMA_2_UNIT2,16,1.0,PGE_valley
472,LAPLMA_2_UNIT2,17,1.0,PGE_valley
473,LAPLMA_2_UNIT2,18,1.0,PGE_valley
