,Generator,Time,Value,Zones,Type,$/MWh
0,DISCOV_1_CHEVRN,1,0.0,PGE_valley,Gas,37.3732
1,DISCOV_1_CHEVRN,2,0.0,PGE_valley,Gas,37.3732
2,DISCOV_1_CHEVRN,3,0.0,PGE_valley,Gas,37.3732
3,DISCOV_1_CHEVRN,4,0.0,PGE_valley,Gas,37.3732
4,DISCOV_1_CHEVRN,5,0.0,PGE_valley,Gas,37.3732
5,DISCOV_1_CHEVRN,6,0.0,PGE_valley,Gas,37.3732
6,DISCOV_1_CHEVRN,7,0.0,PGE_valley,Gas,37.3732
7,DISCOV_1_CHEVRN,8,0.0,PGE_valley,Gas,37.3732
8,DISCOV_1_CHEVRN,9,0.0,PGE_valley,Gas,37.3732
9,DISCOV_1_CHEVRN,10,0.0,PGE_valley,Gas,37.3732
10,DISCOV_1_CHEVRN,11,0.0,PGE_valley,Gas,37.3732
11,DISCOV_1_CHEVRN,12,0.0,PGE_valley,Gas,37.3732
12,DISCOV_1_CHEVRN,13,0.0,PGE_valley,Gas,37.3732
13,DISCOV_1_CHEVRN,14,0.0,PGE_valley,Gas,37.3732
14,DISCOV_1_CHEVRN,15,0.0,PGE_valley,Gas,37.3732
15,DISCOV_1_CHEVRN,16,0.0,PGE_valley,Gas,37.3732
16,DISCOV_1_CHEVRN,17,0.0,PGE_valley,Gas,37.3732
17,DISCOV_1_CHEVRN,18,0.0,PGE_valley,Gas,37.3732
18,DISCOV_1_CHEVRN,19,0.0,PGE_valley,Gas,37.3732
19,DISCOV_1_CHEVRN,20,0.0,PGE_valley,Gas,37.3732
20,DISCOV_1_CHEVRN,21,0.0,PGE_valley,Gas,37.3732
21,DISCOV_1_CHEVRN,22,0.0,PGE_valley,Gas,37.3732
22,DISCOV_1_CHEVRN,23,0.0,PGE_valley,Gas,37.3732
23,DISCOV_1_CHEVRN,24,0.0,PGE_valley,Gas,37.3732
24,CLRMTK_1_QF,1,0.0,PGE_valley,Gas,33.1792
25,CLRMTK_1_QF,2,0.0,PGE_valley,Gas,33.1792
26,CLRMTK_1_QF,3,0.0,PGE_valley,Gas,33.1792
27,CLRMTK_1_QF,4,0.0,PGE_valley,Gas,33.1792
28,CLRMTK_1_QF,5,0.0,PGE_valley,Gas,33.1792
29,CLRMTK_1_QF,6,0.0,PGE_valley,Gas,33.1792
30,CLRMTK_1_QF,7,0.0,PGE_valley,Gas,33.1792
31,CLRMTK_1_QF,8,0.0,PGE_valley,Gas,33.1792
32,CLRMTK_1_QF,9,0.0,PGE_valley,Gas,33.1792
33,CLRMTK_1_QF,10,0.0,PGE_valley,Gas,33.1792
34,CLRMTK_1_QF,11,0.0,PGE_valley,Gas,33.1792
35,CLRMTK_1_QF,12,0.0,PGE_valley,Gas,33.1792
36,CLRMTK_1_QF,13,0.0,PGE_valley,Gas,33.1792
37,CLRMTK_1_QF,14,0.0,PGE_valley,Gas,33.1792
38,CLRMTK_1_QF,15,0.0,PGE_valley,Gas,33.1792
39,CLRMTK_1_QF,16,0.0,PGE_valley,Gas,33.1792
40,CLRMTK_1_QF,17,0.0,PGE_valley,Gas,33.1792
41,CLRMTK_1_QF,18,0.0,PGE_valley,Gas,33.1792
42,CLRMTK_1_QF,19,0.0,PGE_valley,Gas,33.1792
43,CLRMTK_1_QF,20,0.0,PGE_valley,Gas,33.1792
44,CLRMTK_1_QF,21,0.0,PGE_valley,Gas,33.1792
45,CLRMTK_1_QF,22,0.0,PGE_valley,Gas,33.1792
46,CLRMTK_1_QF,23,0.0,PGE_valley,Gas,33.1792
47,CLRMTK_1_QF,24,0.0,PGE_valley,Gas,33.1792
48,HUMBPP_6_UNITS,1,0.0,PGE_valley,Gas,33.5054
49,HUMBPP_6_UNITS,2,0.0,PGE_valley,Gas,33.5054
50,HUMBPP_6_UNITS,3,0.0,PGE_valley,Gas,33.5054
51,HUMBPP_6_UNITS,4,0.0,PGE_valley,Gas,33.5054
52,HUMBPP_6_UNITS,5,0.0,PGE_valley,Gas,33.5054
53,HUMBPP_6_UNITS,6,0.0,PGE_valley,Gas,33.5054
54,HUMBPP_6_UNITS,7,0.0,PGE_valley,Gas,33.5054
55,HUMBPP_6_UNITS,8,0.0,PGE_valley,Gas,33.5054
56,HUMBPP_6_UNITS,9,0.0,PGE_valley,Gas,33.5054
57,HUMBPP_6_UNITS,10,0.0,PGE_valley,Gas,33.5054
58,HUMBPP_6_UNITS,11,0.0,PGE_valley,Gas,33.5054
59,HUMBPP_6_UNITS,12,0.0,PGE_valley,Gas,33.5054
60,HUMBPP_6_UNITS,13,0.0,PGE_valley,Gas,33.5054
61,HUMBPP_6_UNITS,14,0.0,PGE_valley,Gas,33.5054
62,HUMBPP_6_UNITS,15,0.0,PGE_valley,Gas,33.5054
63,HUMBPP_6_UNITS,16,0.0,PGE_valley,Gas,33.5054
64,HUMBPP_6_UNITS,17,0.0,PGE_valley,Gas,33.5054
65,HUMBPP_6_UNITS,18,0.0,PGE_valley,Gas,33.5054
66,HUMBPP_6_UNITS,19,0.0,PGE_valley,Gas,33.5054
67,HUMBPP_6_UNITS,20,0.0,PGE_valley,Gas,33.5054
68,HUMBPP_6_UNITS,21,0.0,PGE_valley,Gas,33.5054
69,HUMBPP_6_UNITS,22,0.0,PGE_valley,Gas,33.5054
70,HUMBPP_6_UNITS,23,0.0,PGE_valley,Gas,33.5054
71,HUMBPP_6_UNITS,24,0.0,PGE_valley,Gas,33.5054
72,SALIRV_2_UNIT,1,0.0,PGE_valley,Gas,37.3732
73,SALIRV_2_UNIT,2,0.0,PGE_valley,Gas,37.3732
74,SALIRV_2_UNIT,3,0.0,PGE_valley,Gas,37.3732
75,SALIRV_2_UNIT,4,0.0,PGE_valley,Gas,37.3732
76,SALIRV_2_UNIT,5,0.0,PGE_valley,Gas,37.3732
77,SALIRV_2_UNIT,6,0.0,PGE_valley,Gas,37.3732
78,SALIRV_2_UNIT,7,0.0,PGE_valley,Gas,37.3732
79,SALIRV_2_UNIT,8,0.0,PGE_valley,Gas,37.3732
80,SALIRV_2_UNIT,9,0.0,PGE_valley,Gas,37.3732
81,SALIRV_2_UNIT,10,0.0,PGE_valley,Gas,37.3732
82,SALIRV_2_UNIT,11,0.0,PGE_valley,Gas,37.3732
83,SALIRV_2_UNIT,12,0.0,PGE_valley,Gas,37.3732
84,SALIRV_2_UNIT,13,0.0,PGE_valley,Gas,37.3732
85,SALIRV_2_UNIT,14,0.0,PGE_valley,Gas,37.3732
86,SALIRV_2_UNIT,15,0.0,PGE_valley,Gas,37.3732
87,SALIRV_2_UNIT,16,0.0,PGE_valley,Gas,37.3732
88,SALIRV_2_UNIT,17,0.0,PGE_valley,Gas,37.3732
89,SALIRV_2_UNIT,18,0.0,PGE_valley,Gas,37.3732
90,SALIRV_2_UNIT,19,0.0,PGE_valley,Gas,37.3732
91,SALIRV_2_UNIT,20,0.0,PGE_valley,Gas,37.3732
92,SALIRV_2_UNIT,21,0.0,PGE_valley,Gas,37.3732
93,SALIRV_2_UNIT,22,0.0,PGE_valley,Gas,37.3732
94,SALIRV_2_UNIT,23,0.0,PGE_valley,Gas,37.3732
95,SALIRV_2_UNIT,24,0.0,PGE_valley,Gas,37.3732
96,GRNLF2_1_UNIT,1,0.0,PGE_valley,Gas,37.3732
97,GRNLF2_1_UNIT,2,0.0,PGE_valley,Gas,37.3732
98,GRNLF2_1_UNIT,3,0.0,PGE_valley,Gas,37.3732
99,GRNLF2_1_UNIT,4,0.0,PGE_valley,Gas,37.3732
100,GRNLF2_1_UNIT,5,0.0,PGE_valley,Gas,37.3732
101,GRNLF2_1_UNIT,6,0.0,PGE_valley,Gas,37.3732
102,GRNLF2_1_UNIT,7,0.0,PGE_valley,Gas,37.3732
103,GRNLF2_1_UNIT,8,0.0,PGE_valley,Gas,37.3732
104,GRNLF2_1_UNIT,9,0.0,PGE_valley,Gas,37.3732
105,GRNLF2_1_UNIT,10,0.0,PGE_valley,Gas,37.3732
106,GRNLF2_1_UNIT,11,0.0,PGE_valley,Gas,37.3732
107,GRNLF2_1_UNIT,12,0.0,PGE_valley,Gas,37.3732
108,GRNLF2_1_UNIT,13,0.0,PGE_valley,Gas,37.3732
109,GRNLF2_1_UNIT,14,0.0,PGE_valley,Gas,37.3732
110,GRNLF2_1_UNIT,15,0.0,PGE_valley,Gas,37.3732
111,GRNLF2_1_UNIT,16,0.0,PGE_valley,Gas,37.3732
112,GRNLF2_1_UNIT,17,0.0,PGE_valley,Gas,37.3732
113,GRNLF2_1_UNIT,18,0.0,PGE_valley,Gas,37.3732
114,GRNLF2_1_UNIT,19,0.0,PGE_valley,Gas,37.3732
115,GRNLF2_1_UNIT,20,0.0,PGE_valley,Gas,37.3732
116,GRNLF2_1_UNIT,21,0.0,PGE_valley,Gas,37.3732
117,GRNLF2_1_UNIT,22,0.0,PGE_valley,Gas,37.3732
118,GRNLF2_1_UNIT,23,0.0,PGE_valley,Gas,37.3732
119,GRNLF2_1_UNIT,24,0.0,PGE_valley,Gas,37.3732
