,PGE_valley,SCE
279,40987.38772079958,0.0
280,44943.24032176148,0.0
281,44835.83357847188,0.0
282,44660.42458508037,0.0
283,44599.64421034885,0.0
284,44722.739352934936,0.0
285,44491.352147227735,0.0
286,44269.91084378693,0.0
287,43524.29141830612,0.0
288,43391.18948168212,0.0
289,43165.244368117324,0.0
290,43007.16878999012,0.0
291,42877.22099082292,0.0
292,42587.06779913172,0.0
293,42531.01097129412,0.0
294,51171.53680141676,0.0
295,51099.634273907155,0.0
296,51169.90706791596,0.0
297,51106.55277582039,0.0
298,51000.73159592438,0.0
299,50912.54737657361,0.0
300,50924.07953031339,0.0
301,40585.57558532905,0.0
302,40509.860295787454,0.0
303,40607.521895660524,0.0
304,40474.85502968132,0.0
305,40373.00427114994,0.0
306,40367.065361029425,0.0
307,40374.14847605781,0.0
308,30903.69614444498,0.0
309,30930.93555734324,0.0
310,31132.21048645665,27.856810888935115
311,30968.393072194398,43.22246783603168
312,31121.94193334432,0.0
313,31095.60527820864,0.0
314,31019.727256812163,0.0
315,30331.7302732194,89.13382850151038
316,30457.105847084204,86.9735303614309
317,30588.511588064204,41.20028453881514
318,30552.590967277738,5.367949103252613
319,30420.88658585614,0.0
320,30477.200838664594,0.0
321,30338.207591232767,0.0
322,44312.51646190029,0.0
323,44114.33125535864,0.0
324,43917.732093665836,0.0
325,43867.50477090983,0.0
326,43635.125061285034,0.0
327,43414.02539361233,0.0
328,43306.01417153504,0.0
329,48146.50836281614,0.0
330,47886.00378837066,0.0
331,47681.31404116501,0.0
332,47503.8692638148,0.0
333,47220.932239443326,0.0
334,47118.86629767573,0.0
335,47066.34441752729,0.0
336,27065.261072986443,0.0
337,26760.889506444462,0.0
338,26397.086895262255,0.0
339,26056.7074667744,0.0
340,25594.91546957059,0.0
341,25526.73983508164,0.0
342,25232.21265309522,0.0
343,50401.07543303093,323.23044208035753
344,50440.421336802116,286.3966750289178
345,50442.78293393652,291.2522384606573
346,50463.76372574692,297.57537036708527
347,50368.721672017324,290.3775429036041
348,50398.72006229018,268.6925433892502
349,50584.522880191784,215.62218175210637
350,27350.446341908373,0.0
351,27350.446341908373,0.0
352,27350.446341908373,0.0
353,27350.446341908373,0.0
354,27350.446341908373,0.0
355,27350.446341908373,0.0
356,27350.446341908373,0.0
357,32925.877026881426,0.0
358,32925.877026881426,0.0
359,32925.877026881426,0.0
360,32925.877026881426,0.0
361,32925.877026881426,0.0
362,32925.877026881426,0.0
363,32925.877026881426,0.0
364,32925.877026881426,0.0
