4.5014,41.735,0,0,19.234,0,0,0,0,1226.7,0,12.788,1640.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323.8,1323.6,1325,1323,1323,1323.6,27.889,1527.6,1527.6,1527.6,1565.7,3037.3,2889.8,2824.7,2962.5,20.28,0,0,26.711
4.5014,42.281,0,0,0.95037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527.8,1527.8,1527.8,1566,1493.9,1346.7,1281.4,1419.1,0,0,0,10.173
4.5014,42.341,0,0,8.9113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.609
4.5014,43.206,0,0,7.2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57
4.5014,42.86,0,0,2.4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5347
4.5014,42.99,0,0,4.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.145
4.5014,42.151,0,0,3.3657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9262
4.5014,42.827,0,0,13.5,0,0,0,0.83414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4948,0.93844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.624
4.5014,40.216,0,0,17.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.201
4.5014,40.989,0,0,7.6061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.433
