27000,32687,12687,4393.4,19663,3824.6,5045.8,12847,59.365,8.4137e+05,622.71,34036,8.3414e+05,7158,4467.8,32687,13102,19663,7138.9,7262.5,12926,12971,13102,133.53,133.53,619.31,1084.5,1084.5,8.4143e+05,8.4212e+05,8.4282e+05,8.4341e+05,8.4341e+05,8.4375e+05,34036,8.7278e+05,8.7278e+05,8.7278e+05,8.7278e+05,1.7142e+06,1.712e+06,1.7216e+06,1.7213e+06,34206,4667.8,183.3,13912
27000,32961,4000,3733.8,10462,3824.6,4924.2,7588.3,326.51,64658,630.87,9849.5,1600,7158,4467.8,32961,7840.3,10462,6835.8,7260.5,7666.5,7711.3,7840.3,344.85,344.85,791.39,1239.1,1239.1,64719,65402,66111,66665,66665,67027,9849.5,8.729e+05,8.729e+05,8.729e+05,8.729e+05,9.3745e+05,9.3536e+05,9.4487e+05,9.4461e+05,10018,4667.8,55.416,5589.2
27000,32991,4000,4511.1,14468,3824.6,4818.7,7285.1,334.99,50625,672.85,9849.5,1600,6854.8,4467.8,32991,7534.5,14468,6832,6957.3,7362.9,7407.7,7534.5,376.1,376.1,723.86,1105.7,1105.7,50690,51352,52104,52637,52637,52996,9849.5,16021,16021,16021,16021,66477,64530,74026,73766,10018,4667.8,55.416,6815.2
27000,33426,4000,4860.4,13610,3824.6,4833.7,7346.3,179.51,54222,716,9849.5,1600,6851.1,4467.8,33426,7595.9,13610,6707,6951.5,7424.9,7470.3,7595.9,233.92,233.92,725.12,1178.2,1178.2,54289,54975,55770,56297,56297,56655,9849.5,16582,16582,16582,16582,70768,68636,78132,77874,10015,4667.8,119.36,6292.3
27000,33253,4000,4774,11207,3824.6,4851.8,7250.3,176.68,53933,699.67,9849.5,1600,6726.1,4467.8,33253,7496.7,11207,6717.8,6826.5,7328.5,7373.3,7496.7,210.54,210.54,644.9,1065.7,1065.7,53999,54698,55478,56040,56040,56380,9849.5,16083,16083,16083,16083,70030,68191,77687,77429,10016,4667.8,151.33,5268
27000,33318,4000,4591.8,12427,3824.6,4758.3,7291,176.68,51143,665.85,9849.5,1600,6736.9,4467.8,33318,7534.7,12427,6606.4,6835.3,7368.8,7413.6,7534.7,212.75,212.75,644.41,1094.8,1094.8,51209,51908,52654,53216,53216,53561,9849.5,15816,15816,15816,15816,66943,65121,74593,74333,10021,4667.8,183.3,6078.5
27000,32896,4000,4747.5,11677,3824.6,4769.4,7137,846.65,52496,685.68,9849.5,1600,6625.5,4467.8,32896,7379.6,11677,6566.2,6723.9,7214.8,7259.6,7379.6,810.58,810.58,1212.5,1635.9,1635.9,52562,53254,54019,54580,54580,54929,9849.5,15729,15729,15729,15729,68320,66574,76046,75786,10018,4667.8,140.67,5465
27000,33236,4000,4825.3,16777,3824.6,4793.5,7200.1,2911.7,51710,625.04,9849.5,1600,6585.3,4467.8,33236,7507.5,16777,6714.1,6685.7,7289.4,7340.4,7507.5,2752.3,2752.3,2943.1,3253.6,3253.6,51779,52502,53207,53760,53760,54110,9849.5,17079,17079,17079,17079,69102,66661,76182,75922,10051,4667.8,204.61,7829.3
27000,31922,4000,4591.8,18597,3824.6,4950.3,7500.2,81.98,58896,550.41,9849.5,1600,6734.7,4467.8,31922,7989.9,18597,6906.7,6835.2,7617.3,7684.7,7989.9,299.63,299.63,853.08,1213.4,1213.4,58966,59719,60349,60891,60891,61256,9849.5,17779,17779,17779,17779,77435,74870,84428,84170,10061,4667.8,257.9,9126.2
27000,32311,4000,3293.4,13811,3824.6,5055.8,7621.2,422.62,57845,509.59,9849.5,1600,6927.3,4467.8,32311,7997.9,13811,7039.1,7023.7,7723.6,7782.5,7997.9,406.5,406.5,1168.3,1875.5,1875.5,57920,58685,59274,59812,59812,60176,9849.5,17394,17394,17394,17394,76172,73716,83457,83197,10054,4667.8,239.78,7229.8
