55848,209.52,6440.8,6627.5,6246.6,6126.6,5973.2,18094,29263,23656,18858,29834,2170.2,42702
54328,198.41,6417,6633,6251.9,6131.7,5978.1,17783,28769,23243,18581,29788,2170,41793
61622,198.41,6392.3,6541.9,6164.9,6046.9,5897.2,19244,31147,24993,19731,29789,2169.8,46338
54547,198.41,6369.1,6451.7,6078.6,5962.9,5816.9,17710,28607,23079,18464,29780,2169.3,41812
56109,198.41,6344.4,6314,5947.1,5834.7,5694.4,17907,28883,23268,18587,29781,2169.1,42600
55161,198.41,6321.1,6219.2,5856.5,5746.4,5609.9,17623,28383,22895,18335,29751,2168.8,41891
54532,198.41,6296.6,6234.2,5870.8,5760.4,5623.3,17494,28163,22732,18225,29697,2168.5,41489
54191,198.41,6273.5,6314.8,5947.8,5835.4,5695.1,17444,28034,22634,18158,29708,2168,41297
54012,187.29,6250.6,6355.3,5986.5,5873.1,5731.1,17399,27938,22564,18105,29688,2167.9,41080
55178,176.17,6226.5,6390.8,6020.4,5906.2,5762.7,17590,28276,22851,18292,29697,2167.1,41713
54212,176.17,6200.3,6436.1,6063.7,5948.4,5803,17381,27946,22615,18137,29698,2166.4,41074
55156,208.67,3660.8,6235.7,5872.2,5761.8,5624.6,17339,27682,22410,18224,22542,2165.7,41412
50073,208.67,1193.2,5592.1,5258.7,5163,5050.8,15834,25173,20546,16952,22514,2164.8,37865
49925,208.67,1192.8,4926.3,4625.8,4544.2,4455.6,15373,24410,19980,16547,22527,2164.1,37464
49224,208.67,1192.8,4258.2,3992.6,3924,3856.7,14792,23409,19216,15996,22579,2163,36597
49051,208.67,1192.4,4289.9,4022.6,3953.4,3885.1,14775,23414,19222,16036,22658,2162.3,36600
48898,214.65,1228.3,4306.4,4038.2,3968.7,3900,14769,23454,19276,16078,22742,2161.6,36549
49603,214.65,1526,4327,4057.7,3987.8,3918.4,14949,23724,19489,16230,22755,2161.4,37100
50854,214.65,1998.9,4453.8,4177.7,4105.4,4032.2,15339,24452,20030,16600,22801,2160.6,37933
52205,214.65,1491.6,4671.4,4384,4307.4,4227.3,15806,25305,20656,17021,22802,2159.9,39013
52315,214.65,1763,4617,4332.5,4257,4178.6,15888,25450,20760,17093,27921,2159.3,39260
55063,214.65,1356.3,4723,4432.9,4355.4,4273.5,16684,26766,21761,17845,27924,2158.7,41368
56181,214.65,1513.5,4609.5,4325.3,4250,4171.8,17445,29813,24212,19542,27927,2158.1,42511
56528,221.5,1190.4,4657.4,4370.7,4294.5,4214.7,17116,28238,22990,18711,27940,2157.5,42399
56533,221.5,1637.4,4585,4302.1,4227.3,4149.9,16946,27534,22409,18296,27963,2156.9,42238
57872,221.5,1683.1,4739.4,4448.5,4370.6,4288.3,17372,28315,23016,18755,27971,2156.4,43258
56280,221.5,1598.1,4950.4,4648.7,4566.6,4477.2,17197,28227,22955,18762,27980,2155.8,42325
56199,221.5,1191,4769.7,4477.2,4398.8,4315.4,16983,27558,22407,18401,27988,2155.2,42081
53886,221.5,1403.3,4620.9,4336.1,4260.6,4182.1,16365,26484,21586,17810,27997,2154.6,40520
53731,221.5,1504.4,4519.8,4240.3,4166.8,4091.4,16254,26240,21396,17682,28010,2154,40438
55365,221.5,1232.6,4732.6,4442,4364.3,4282.2,16757,27169,22095,18192,28001,2153.3,41527
53942,221.5,1245.8,4709,4419.7,4342.4,4261,16427,26530,21614,18025,28018,2152.5,40635
54301,234.32,1600,4786.8,4493.4,4414.6,4330.7,16550,26773,21797,18451,28029,2152,40860
53003,247.15,1481.5,5088.5,4779.8,4694.9,4600.7,16654,27089,22079,18527,28102,2151.4,40406
53321,247.15,1534.9,4854.7,4557.8,4477.7,4391.5,16612,27121,22118,18559,28185,2150.9,40564
54204,247.15,1373.5,4828.6,4533.1,4453.4,4368.1,16806,27689,22550,18813,28116,2150.3,41233
54390,234.32,1522.1,4927.8,4627.2,4545.6,4457,16878,27822,22628,18781,28202,2149.9,41386
54493,234.32,1381,4989.4,4685.7,4602.8,4512.1,16843,27655,22491,18626,24102,2149.3,41341
52472,247.15,1546.9,5497.4,5168.5,5074.9,4966.2,16691,27275,22197,18406,24104,2148.6,40243
57903,247.15,1186.4,6308.2,5941.5,5829.3,5689.2,18114,29272,23749,19623,27165,2148.2,43636
39861,234.32,1186.4,5216.9,4901.8,4814.2,4715.6,13678,22181,18482,16039,27166,2147.6,31752
39947,234.32,1186.6,5169.8,4857,4770.4,4673.5,13612,22104,18411,15943,27158,2147,31733
40499,298.46,1186.3,5054.4,4747.4,4663.2,4570.2,13664,22072,18381,15963,27178,2146.3,32051
40071,315.57,1186.3,5246.8,4930.2,4842,4742.3,13668,21994,18325,15890,27181,2145.6,31866
39947,282.22,1186.3,5317.4,4997.4,4907.6,4805.4,13684,21998,18322,15859,27166,2144.9,31813
40517,265.97,1186.3,5365.7,5043.3,4952.6,4848.6,13834,22173,18446,15901,27173,2144.1,32172
39462,265.97,1186.3,5409,5084.4,4992.7,4887.2,13618,21786,18149,15643,27170,2143.4,31491
37992,282.22,1186.3,5347.7,5026.2,4935.8,4832.5,13261,21181,17689,15298,27163,2142.8,30537
38024,282.22,1186.3,5336.7,5015.7,4925.6,4822.7,13254,21168,17676,15281,27202,2142.1,30549
39280,282.22,1186.4,5153.7,4841.8,4755.5,4659.1,13399,21432,17873,15424,27221,2141.3,31250
39554,315.57,1186.8,5498.7,5169.8,5076.1,4967.4,13695,22012,18408,15806,27219,2140.6,31667
39958,348.92,1187,5710.5,5371.5,5273.2,5156.5,13930,22547,18843,16105,27230,2140.1,32060
39150,381.42,1187.2,5581.9,5248.9,5153.5,5041.7,13693,22195,18578,15923,27248,2139.3,31546
39990,431.87,1187.9,5708.5,5369.6,5271.3,5154.7,13991,22737,18984,16223,27272,2138.7,32226
40728,481.48,1188.6,5884.1,5536.9,5434.6,5311.3,14306,23445,19509,16613,27302,2138.1,32875
40154,531.08,1189.4,6117.2,5759.1,5651.5,5519.1,14381,23766,19747,16810,27332,2137.5,32744
42186,594.36,1190.6,6374.7,6005,5891.2,5748.4,15033,25051,20712,17510,27385,2136.9,34293
42869,599.49,1192.2,6697.8,6313.9,6192,6035.7,15434,25955,21294,17945,27446,2136.3,34988
43546,619.16,1193.9,6972.6,6577,6448,6279.8,15789,26723,21843,18357,27535,2136,35666
45837,635.41,1195.9,7138.2,6735.7,6602.3,6426.8,16409,27811,22656,18949,27581,2135.6,37312
45428,635.41,1197.6,6957.9,6562.9,6434.3,6266.8,16205,27599,22509,18818,27628,2135.2,36996
44907,645.67,1198.8,6620.5,6240,6120.1,5967,15924,26764,21890,18539,27631,2134.8,36558
43464,615.74,1200.5,6583.2,6204.3,6085.4,5933.9,15604,26004,21329,18247,27638,2134.3,35589
36415,604.62,1201.9,6570.3,6192,6073.3,5922.4,14072,23769,19660,16999,27644,2133.9,31077
52638,599.49,1203,6405.7,6034.6,5920.1,5776,17425,29119,23625,19604,27665,2133.5,41390
47458,580.68,1203.9,6186.3,5825.1,5715.8,5580.6,16204,26838,21940,18499,27657,2133,38016
47675,557.59,1204.7,5982.8,5630.9,5526.5,5399.3,16132,26517,21704,18290,27671,2132.4,38090
44308,549.04,1205.6,5814.3,5470.4,5369.7,5249.1,15319,25121,20657,17540,27689,2131.8,35876
47051,557.59,1206.4,5751.5,5410.5,5311.3,5193.1,15910,25981,21257,18021,27695,2131.3,37727
45602,602.91,1207.5,5926.7,5577.5,5474.3,5349.3,15766,25733,21076,18141,27681,2130.7,37044
44922,755.14,1209.8,6902.7,6510.1,6382.9,6217.8,16006,26136,21617,18193,19557,2130.3,36127
40090,1033.9,1212.8,10125,9618.3,9386.2,9061.4,17291,29057,23796,19696,19917,2129.9,35158
43767,976.64,1217.5,11418,10879,10591,10193,19157,33027,26730,21634,20696,2129.8,38654
46927,902.23,1222.5,12011,11460,11143,10710,20389,35185,28311,22556,19745,2129.8,41259
45786,870.59,1226.6,11641,11097,10799,10388,19978,34290,27668,22115,19828,2129.8,40512
47510,886.84,1230.4,11399,10861,10574,10177,20217,34519,27837,22240,19148,2129.6,41633
44599,932.17,1234.5,11577,11034,10739,10332,19736,33884,27379,21973,19437,2129.5,39928
45117,1026.2,1240.2,12212,11657,11331,10885,20325,34933,28148,22449,19420,2129.3,40777
48415,1113.6,5751.6,13376,12802,12413,11896,21947,37712,30162,23725,18875,2129.4,43986
47940,1113.6,6472.7,15336,14746,14233,13590,22053,40370,32131,23957,20487,2129.5,44508
55694,1113.6,6504.4,16980,16391,15753,13580,21795,45840,36086,23131,22434,2130.9,48832
62113,1113.6,6534,17584,16998,16311,13546,21625,48106,38539,22644,22849,2132.1,52524
69016,1113.6,6563.1,17346,16759,16091,13560,21491,47970,40176,22328,27733,2134.2,56527
73881,1113.6,6596.2,17691,17106,16410,13540,21356,47823,40840,21989,28521,2137.1,59582
74979,1113.6,6635.1,18764,18197,17397,13473,21240,47684,40561,21696,27223,2140.4,60724
67465,1113.6,6675.9,18711,18197,17338,13407,21294,47751,40693,21840,21582,2143.5,57248
67637,1113.6,6712.3,18695,18197,17321,13388,21276,47736,40670,21835,22086,2146.4,57406
70021,1113.6,6745.3,18710,18197,17338,13407,21270,47746,40694,21876,22027,2149.3,58479
76142,1113.6,6771.2,18747,18197,17378,13451,21223,47701,40611,21809,17786,2152,61336
76243,1113.6,6788.2,17810,17226,16519,13533,21324,47837,40893,22132,18622,2153.9,61154
65909,1113.6,6798.3,16284,15692,15109,13620,21614,47977,37374,22982,17850,2155.9,55567
60156,1113.6,6804.7,15080,14491,13995,13369,21798,44030,34599,23555,17769,2157.4,52406
54143,1113.6,6810.1,14127,13545,13111,12547,21967,40421,32007,24068,16358,2158.2,49217
52504,1113.6,6811.2,13908,13328,12907,12357,22020,39253,31136,24084,17288,2159.8,48220
48191,1113.6,3562.7,13349,12776,12388,11873,22138,36780,29317,22930,16421,2160.7,45727
45227,1113.6,1318.2,12185,11630,11305,10861,20969,34253,27461,21747,17141,2161.6,43132
45147,1113.6,1321.7,11034,10504,10234,9857.6,20306,33100,26615,21248,17565,2162.3,42618
47870,1113.6,1326.3,11491,10950,10659,10257,21482,34976,27980,22173,17820,2163.8,45221
42386,1113.6,1333,12387,11829,11493,11037,20810,33864,27171,21645,16877,2166.2,41880
44937,1113.6,1340.4,13698,13121,12713,12176,22152,36305,28900,22705,16517,3385.8,44344
15020,1113.6,1348.6,15034,14445,13952,13329,15871,26045,21011,17378,12679,2171,23186
15138,1113.6,1358.2,16356,15765,15176,13616,16965,27926,22416,18385,15066,2174.6,24332
15293,1113.6,1369.2,18766,18197,17399,13475,19098,31535,25091,20206,22380,2179.5,26700
17550,1113.6,1379.3,18707,18197,17334,13403,20520,33957,26922,21328,21695,2185.4,29006
46977,1113.6,1387.4,18702,18127,17340,13483,21858,42856,33313,23886,18358,2191.5,44991
39992,1113.6,1394.3,16864,16275,15646,13587,22099,37678,29604,22924,16297,2196.3,41112
36209,1113.6,1401.1,16284,15693,15110,13620,21476,35148,27766,21762,15724,2200.5,38425
23348,1113.6,1407.1,16409,15818,15225,13613,18605,30329,24233,19490,15942,2204.6,29730
26018,1113.6,1412.8,16459,15868,15272,13610,19136,31148,24831,19870,16482,2208.9,31323
24757,1113.6,1418.5,16264,15673,15091,13621,18659,30346,24237,19472,15804,2213.5,30247
24367,1113.6,1424.1,15822,15231,14682,13646,18221,29596,23680,19099,14729,2217.9,29561
22290,1113.6,1429.1,14940,14352,13865,13249,17071,27688,22264,18129,14932,2222.1,27489
21134,1113.6,1433.4,13974,13394,12969,12414,16094,26042,21037,17295,15905,2225.8,26036
16737,1113.6,1438.2,13675,13098,12691,12156,14932,24074,19541,16298,16474,2229.3,22981
16852,1113.6,1443,13450,12876,12482,11961,14798,23824,19350,16152,16875,2232.9,22869
16955,1113.6,1448.6,13787,13208,12795,12252,15275,24652,19977,16647,19532,2237.3,23683
18705,1113.6,1455.4,15149,14560,14059,13429,17280,27856,22379,18383,26166,2243.1,27180
44827,1113.6,1463,16689,16098,15484,13597,21958,40080,31295,24081,29903,2251.4,44959
81633,1113.6,1471.4,18502,17925,17156,13494,21175,47719,40753,22021,42623,2262.5,62085
93748,1113.6,1480.2,18725,18197,17354,13424,20882,47332,39986,21267,42651,2275.9,63465
1.1166e+05,1113.6,1488.3,18680,18197,17303,13370,20525,46807,38930,20429,45424,2290.2,65563
1.179e+05,1113.6,1497.2,18648,18197,17268,13332,20378,46571,38453,20103,46556,2304.6,66272
1.2189e+05,1113.6,1506.1,18587,18197,17198,13260,20233,46329,37960,19795,47701,2318.9,66678
1.2226e+05,1113.6,1515.4,18528,18197,17128,13191,20160,46204,37701,19639,47701,2332.8,66657
1.2292e+05,1113.6,1524.2,18461,18197,17050,13115,20108,46108,37504,19534,47701,2346.7,66698
1.2358e+05,1113.6,1532,18538,18197,17140,13203,20216,46296,37890,19758,47701,2359.2,66890
1.2451e+05,1113.6,1538.6,18623,18197,17239,13302,20334,46501,38311,20022,40562,2369.2,67116
1.2483e+05,1113.6,6966.1,18677,18197,17300,13366,20420,46646,38604,20221,37337,7273.6,67257
1.2497e+05,1113.6,7932,18637,18197,17255,13318,20401,46617,38536,20179,37748,7164.5,67260
1.249e+05,1113.6,7911,18567,18197,17174,13237,20352,46534,38368,20071,36818,6344.2,67199
1.2496e+05,1113.6,7951.3,18608,18197,17222,13285,20420,46641,38586,20221,38627,7376.8,67278
1.2498e+05,1113.6,7955.2,18709,18197,17337,13405,20541,46779,38859,20346,47701,7900.8,67408
1.2498e+05,1113.6,7957.5,18429,17852,17090,13499,20603,46881,39059,20492,47701,11355,67471
1.2501e+05,1113.6,7971.1,17573,16987,16301,13547,20631,46917,39132,20557,47701,11279,67493
1.2538e+05,1113.6,7967.9,16781,16191,15570,13592,20659,46962,39225,20622,47309,11302,67558
1.2545e+05,1113.6,7967.9,17581,16995,16308,13546,20632,46931,39167,20580,46594,11301,67553
1.2546e+05,1113.6,7932.7,18752,18178,17387,13480,20610,46904,39114,20487,44049,11306,67546
1.2524e+05,1113.6,7873.7,18705,18197,17332,13401,20497,46729,38748,20050,41230,11300,67391
1.255e+05,1113.6,7884.8,18593,18197,17205,13267,20349,46492,38252,19779,41050,11268,67289
1.2629e+05,1113.6,7930.1,18647,18197,17266,13330,20425,46617,38506,20031,38477,11267,67471
1.2722e+05,1113.6,7945.3,18765,18197,17398,13473,20596,46888,39061,20451,33604,11283,67756
1.2591e+05,1113.6,7954.2,17414,16827,16154,13556,20386,46566,38416,20031,34873,11286,67368
1.2619e+05,1113.6,7966.6,16472,15881,15284,13609,20506,46767,38840,20321,37791,11306,67518
1.2712e+05,1113.6,7974.7,15818,15226,14678,13647,20777,47179,39678,20960,39944,11306,67903
1.2709e+05,1113.6,7982.3,15026,14437,13945,13323,20827,47255,39831,21097,40694,11305,67933
1.268e+05,1113.6,7993.5,14429,13844,13391,12807,20851,47292,39905,21167,45331,11302,67922
1.2657e+05,1113.6,8005.1,13818,13239,12824,12279,20902,47366,40052,21312,39012,11301,67900
1.2612e+05,1113.6,8005.9,13022,12453,12084,11589,20963,47452,40225,21483,37016,11311,67899
1.2575e+05,1113.6,8008.5,12459,11900,11561,11100,20995,47497,40314,21573,39266,11330,67844
1.251e+05,1113.6,8016.2,11804,11256,10950,10529,21016,47527,40379,21638,44157,11325,67807
1.2472e+05,1113.6,7202.6,11368,10830,10545,10149,21040,47561,40450,21713,47606,11302,67747
1.242e+05,1113.6,6855.2,10717,10194,9937.9,9580,21092,47631,40582,21853,47582,11314,67717
99205,1113.6,6506.7,10077,9572.1,9341.9,9019.7,21548,48171,36996,23111,40789,11322,64638
86134,1113.6,5468.6,9546.3,9056.9,8847,8553.5,21810,42780,33251,23891,37404,11341,61767
83993,1113.6,5693.9,8931.2,8461.5,8273.5,8012.1,21900,40913,31923,24180,33157,11327,60310
79857,1113.6,5016.8,8464.4,8010.8,7838.3,7600.4,22007,38677,30307,23348,32138,10347,57904
75091,1113.6,4598.2,8002.4,7565.8,7407.6,7192.3,22112,36473,28676,22333,31805,8774.1,55456
68867,1113.6,4269.1,7681.6,7257.2,7108.6,6908.4,21327,34086,26916,21229,34311,8667.6,51884
71888,1113.6,4475.2,7385.1,6972.4,6832.3,6645.7,21782,34828,27456,21562,36182,8237.9,53638
66267,1113.6,4197.2,7227.7,6821.5,6685.6,6506.2,20483,32665,25874,20547,39118,9253.1,49892
70782,1113.6,4084.6,6937.3,6543.2,6415.1,6248.5,21169,33788,26701,21062,43712,8971.4,52436
69139,1113.6,8010.7,6556.7,6178.9,6060.6,5910.3,21525,34690,27317,21111,39631,10276,53544
50566,1113.6,8000,18089,18197,16610,12719,21157,47708,40750,22167,40385,10048,44923
63070,1113.6,7990.2,10264,9753.8,9516.1,9183.6,22140,36117,28340,21761,40704,9196.4,50981
55449,1113.6,7979.2,10138,9631,9398.3,9072.8,20768,33348,26324,20479,41651,9348.5,46272
46884,1113.6,7968.9,9559.9,9070.1,8859.7,8565.4,18638,29816,23721,18775,41300,9234.6,40524
39059,1113.6,7958.4,5833.2,5488.3,5387.2,5265.9,14505,23072,18705,15330,39755,9125.9,33387
41633,1113.6,7946.8,5627.6,5292.5,5196,5082.5,14747,23433,18977,15522,36507,8503.7,34507
40894,1113.6,7935.5,5527.1,5196.8,5102.6,4992.8,14507,23033,18675,15312,37965,7741.9,33942
39069,1113.6,7923.4,5312.3,4992.5,4902.9,4800.9,14002,22193,18049,14868,38910,7630.5,32658
37138,1113.6,7909.7,5160.8,4848.5,4762,4665.4,13445,21274,17367,14379,46867,7248.2,31368
37822,1113.6,7896,5228.1,4912.5,4824.6,4725.6,13494,21342,17404,14400,46316,7523.2,31462
39019,1113.6,7881.1,5127.2,4816.5,4730.8,4635.3,13566,21440,17479,14449,43837,7657.8,31828
34898,1113.6,7867.1,5429.8,5104.3,5012.1,4905.9,12772,20167,16522,13752,41777,6623.3,29150
31495,1113.6,7854,5063.1,4755.7,4671.3,4578.1,11702,18459,15231,12800,39092,6120.3,26345
31445,1113.6,7839.9,4950.9,4649.1,4567,4477.6,11569,18226,15051,12665,39274,6518.7,26370
37286,1113.6,7825.5,4835.1,4539.2,4459.5,4373.9,12653,19936,16316,13598,38040,5932.6,29630
35648,1113.6,7811.4,4771.2,4478.6,4400.1,4316.7,12217,19227,15763,13189,39840,5932.1,28354
31241,1113.6,7794.4,4615.6,4331.1,4255.6,4177.3,11146,17514,14474,12230,38311,5931.9,25554
28689,1113.6,7778.9,4716.4,4426.6,4349.2,4267.6,10681,16769,13923,11815,38049,5931.7,24092
28346,1113.6,7763.3,4846,4549.6,4469.6,4383.7,10701,16799,13951,11836,38744,5931.4,23865
29405,1113.6,7748.8,4517.8,4238.4,4164.9,4089.6,10646,16697,13880,11782,40475,5930.7,24194
28521,1113.6,7733.1,4454.9,4178.9,4106.5,4033.2,10386,16276,13568,11543,41105,5930.2,23496
31635,1113.6,7717.5,4180.6,3919.2,3852,3787,10827,16979,14112,11956,39990,5929.2,25253
30473,1113.6,7700.3,4310.5,4042.1,3972.5,3903.7,10597,16589,13817,11733,40876,5929.4,24358
25645,1113.6,7682.8,4352.4,4081.7,4011.4,3941.2,9538.7,14901,12531,10744,38791,5928.6,21265
27903,1113.6,7665.3,4328.1,4058.8,3988.9,3919.5,9933.9,15523,13004,11108,37411,5927.8,22539
27338,1113.6,7647.4,4325.7,4056.5,3986.6,3917.3,9770.9,15260,12811,10959,35028,5926.8,22033
25201,1113.6,4188.2,4270.9,4004.7,3935.8,3868.2,9263.5,14464,12205,10489,34477,5926.1,20575
28294,1113.6,1469.9,3435,3215,3161.1,3116.5,9342.1,14582,12287,10555,35066,5925.1,22049
24906,1113.6,1469.2,2901.4,2712.4,2667.6,2635.4,8250.5,12861,10987,9539.4,35459,5923.6,19714
25407,1113.6,1469,3275.9,3065,3013.9,2973.2,8588.9,13393,11403,9867.3,35649,5922.4,20273
28552,1113.6,1468.9,3247.8,3038.5,2987.9,2947.8,9347.9,14481,12212,11013,38586,2387.3,22322
23228,822.7,1468.9,3569.2,3341.5,3285.4,3237.4,8388.2,12987,11054,10061,38092,2387.6,19056
19735,791.91,4598.4,3814.4,3573,3512.5,3458,7806.1,12093,10388,9534.3,36279,2388.1,16903
24932,809.87,7605.9,4217.7,3954.3,3886.5,3820.4,9163.7,14245,12018,10821,38725,2388.5,20297
24308,750.01,7590.3,4672.6,4385.1,4308.6,4228.4,9317.5,14528,12233,10976,37031,2389,20235
23938,713.24,7572,4386.9,4114.4,4043.4,3972.2,9021.8,14058,11883,10682,35410,2389.2,19675
20134,707.25,7553.3,4437,4161.9,4089.9,4017.2,8209.6,12777,10916,9943.6,35909,2389.5,17347
24256,659.36,7535.7,4271,4004.7,3935.9,3868.2,8932.7,13900,11760,10662,38463,2389.7,19600
18191,628.57,7517.6,4205.8,3943,3875.4,3809.7,7630.3,11848,10180,9358.4,41529,2390,15839
19405,592.65,7501.6,4167.3,3906.6,3839.7,3775.1,7872.2,12216,10453,9544.9,35978,2390.3,16672
21647,581.53,7485.6,4233.4,3969.2,3901,3834.5,8392.9,13022,11067,10018,33371,2390.5,18068
21838,610.61,7469.5,4369,4097.5,4026.8,3956.2,8519.6,13216,11211,10135,34299,2390.8,18205
19494,585.81,7450.7,4257.8,3992.2,3923.7,3856.4,7944,12312,10524,9595.7,33354,2391,16742
20787,586.67,7430,4341,4071,4000.8,3931,8251.5,12789,10884,9872.5,33638,3780.5,17552
21115,616.6,7409.1,4216.2,3952.8,3885,3819,8198.4,12699,10818,9825,32240,3801.2,17644
29596,592.65,7389.3,4196,3933.8,3866.4,3800.9,9943,15441,12902,11436,33234,4091.1,22905
28602,592.65,7370,4006.1,3754.2,3690.2,3630.3,9593.9,14884,12495,11122,33423,4335.8,22111
26765,602.06,7350.5,4093,3836.3,3770.8,3708.4,9270.1,14373,12104,10824,32924,4369.7,21019
27366,616.6,7329.7,4121.1,3862.9,3796.9,3733.6,9425,14611,12272,10943,33075,4255.6,21340
24985,586.67,7311.4,4062.3,3807.2,3742.3,3680.8,8857.8,13717,11601,10418,37516,4005,19804
25098,522.53,7295.1,4154.6,3894.6,3827.9,3763.7,8927.9,13826,11687,10465,33629,3682.7,19786
30228,502.86,7274.9,4148,3888.3,3821.8,3757.8,10014,15536,12982,11456,34768,4182.4,23081
28842,528.51,7255.2,4093.2,3836.5,3771,3708.5,9696,15029,12598,11170,33053,4165.5,22189
24382,569.56,7236.4,4057.5,3802.8,3737.9,3676.5,8750.6,13539,11472,10318,33144,3639.3,19370
26536,597.78,7216.4,3934.4,3686.4,3623.8,3565.9,9149,14163,11957,10714,36471,3413.5,20790
27971,560.15,7197.3,3879.8,3634.8,3573.2,3516.8,9402.4,14565,12252,10958,33263,3621.7,21567
24415,521.67,7178,3845.9,3602.7,3541.7,3486.3,8581.1,13279,11266,10178,32917,3227.3,19296
25277,531.08,7156.7,3823.8,3581.9,3521.3,3466.5,8736.5,13516,11448,10307,32693,4435.8,19778
24076,505.42,7136.4,3798.3,3557.8,3497.6,3443.5,8456.6,13076,11117,10035,32773,3174.5,18980
25708,489.17,7115.9,3763.4,3524.9,3465.3,3412.1,8801.5,13615,11529,10348,32964,3574.8,19980
40111,456.68,1370.4,3803.8,3563,3502.7,3448.4,11922,18551,15271,13161,32671,3074,29097
18507,560.15,1369.7,2429.1,2268.6,2231.4,2208.6,6254.4,9697.5,8557.3,8017.9,32558,3078.7,14396
18351,547.33,1369.5,1504.4,1402.2,1379.3,1370.5,5608.3,8700.1,7792.4,7397.7,32663,2391.1,13866
19594,552.46,1369,1532.2,1428.2,1404.9,1395.8,5906.6,9163.8,8148.2,7681.4,31349,3218.6,14619
19011,567,1368.7,1546.9,1441.9,1418.4,1409.2,5790.5,8981.2,7998.4,7568.5,32431,2513.8,14267
17565,949.27,1368.6,1606.7,1497.9,1473.5,1463.4,5587.4,8672.9,7763.5,7428.7,36284,4383.7,13583
22005,1113.6,1369.1,1608.4,1499.4,1475,1464.9,6653.1,10322,9028.5,8681.5,31216,4269.6,16603
28771,699.55,1369.3,1961.8,1830.3,1800.4,1785.5,8313.9,12921,11006,10082,31278,3873.2,20973
30667,597.78,1369.6,2314.5,2161,2125.6,2104.9,8960.3,13941,11778,10620,30303,3331.3,22319
21125,545.62,1369.8,2932.3,2741.5,2696.1,2663.3,7353.7,11437,9885.7,9141.1,29662,3199.7,16744
25174,641.4,1370.2,3092.6,2892.4,2844.4,2807.9,8463,13204,11255,10398,30367,3331.3,19691
19854,559.3,1370.4,3249.1,3039.8,2989.1,2949.1,7481.7,11692,10085,9386.7,29533,4641.6,16467
22242,555.02,1370.8,3303.9,3091.4,3039.8,2998.4,8056.4,12633,10809,9912.5,31920,3200.3,18048
31124,488.32,1371.2,3451.9,3230.9,3176.8,3131.8,10020,15821,13258,11819,32919,7912.3,23581
34801,477.2,1372,3462.5,3240.9,3186.6,3141.3,10803,17065,14203,12501,33088,7999.2,25989
33172,466.08,1372,2997.1,2802.5,2756,2721.7,10152,16057,13446,11947,32476,6201.2,24922
32144,432.73,1372.6,2881.8,2693.9,2649.4,2617.6,9847.8,15611,13119,11682,35578,6504.7,24230
37708,514.83,1374.3,3117.3,2915.6,2867.1,2830.1,11202,17757,14735,12964,35099,6953.9,27852
35055,429.31,1375.9,3503.4,3279.4,3224.5,3178.1,10875,17226,14338,12671,32180,5655.1,26359
40869,382.27,1376.7,3388.3,3170.9,3117.9,3074.4,12011,19029,15690,13613,32025,5557.8,29868
39242,348.92,1377.3,3260.9,3050.9,3000,2959.7,11560,18299,15131,13189,31223,5170,28665
43479,342.93,1377.5,2877,2689.4,2645,2613.3,12203,19339,15920,13756,31604,6086,31011
